,posteam,down,ydstogo,qtr,week,yardline_100,drive_inside20,play_type,rush_attempt,rusher,rushing_yards,rush_touchdown,pass_attempt,complete_pass,passer,passing_yards,pass_touchdown,receiver,receiving_yards,first_down,touchdown
243,LV,1.0,10,4,1,63,1.0,pass,0,,,0,1,1,D.Carr,7.0,0,H.Renfrow,7.0,0,0
244,LV,2.0,3,4,1,56,1.0,pass,0,,,0,1,1,D.Carr,9.0,0,H.Ruggs,9.0,1,0
245,LV,1.0,10,4,1,47,1.0,pass,0,,,0,1,0,D.Carr,,0,D.Waller,,0,0
246,LV,2.0,10,4,1,47,1.0,pass,0,,,0,1,0,D.Carr,,0,,,0,0
247,LV,3.0,10,4,1,47,1.0,pass,0,,,0,1,1,D.Carr,37.0,0,H.Ruggs,37.0,1,0
248,LV,1.0,20,4,1,20,1.0,pass,0,,,0,1,1,D.Carr,10.0,0,D.Waller,10.0,0,0
249,LV,2.0,10,4,1,10,1.0,pass,0,,,0,1,1,D.Carr,10.0,1,D.Waller,10.0,1,1
250,BAL,1.0,10,4,1,75,0.0,run,1,L.Jackson,1.0,0,0,0,,,0,,,0,0
251,BAL,2.0,9,4,1,74,0.0,pass,0,,,0,1,1,L.Jackson,9.0,0,P.Ricard,9.0,1,0
252,BAL,1.0,10,4,1,65,0.0,run,1,L.Murray,0.0,0,0,0,,,0,,,0,0
253,BAL,2.0,10,4,1,65,0.0,run,1,,28.0,0,0,0,L.Jackson,,0,,,1,0
254,BAL,1.0,10,4,1,37,0.0,run,1,L.Murray,2.0,0,0,0,,,0,,,0,0
255,BAL,2.0,8,4,1,35,0.0,run,1,L.Jackson,4.0,0,0,0,,,0,,,0,0
256,BAL,3.0,4,4,1,31,0.0,run,1,,2.0,0,0,0,L.Jackson,,0,,,0,0
257,LV,1.0,10,4,1,75,0.0,pass,0,,,0,1,1,D.Carr,20.0,0,B.Edwards,20.0,1,0
258,LV,2.0,10,4,1,55,0.0,pass,0,,,0,1,1,D.Carr,18.0,0,B.Edwards,18.0,1,0
259,LV,1.0,10,5,1,75,1.0,pass,0,,,0,1,1,D.Carr,11.0,0,B.Edwards,11.0,1,0
260,LV,1.0,10,5,1,64,1.0,run,1,J.Jacobs,-2.0,0,0,0,,,0,,,0,0
261,LV,2.0,12,5,1,66,1.0,pass,0,,,0,1,1,D.Carr,27.0,0,H.Renfrow,27.0,1,0
262,LV,1.0,10,5,1,39,1.0,run,1,K.Drake,6.0,0,0,0,,,0,,,0,0
263,LV,2.0,4,5,1,33,1.0,pass,0,,,0,1,0,D.Carr,,0,,,0,0
264,LV,3.0,4,5,1,33,1.0,pass,0,,,0,1,1,D.Carr,32.0,0,B.Edwards,32.0,1,0
265,LV,1.0,1,5,1,1,1.0,run,1,D.Carr,0.0,0,0,0,,,0,,,0,0
266,LV,2.0,5,5,1,5,1.0,pass,0,,,0,1,0,D.Carr,,0,H.Renfrow,,0,0
267,LV,3.0,5,5,1,5,1.0,pass,0,,,0,1,0,D.Carr,,0,W.Snead,,0,0
268,BAL,1.0,10,5,1,80,0.0,pass,0,,,0,1,0,L.Jackson,,0,,,0,0
269,BAL,2.0,10,5,1,80,0.0,pass,0,,,0,1,1,L.Jackson,10.0,0,S.Watkins,10.0,1,0
270,BAL,1.0,10,5,1,70,0.0,run,1,L.Murray,3.0,0,0,0,,,0,,,0,0
271,BAL,2.0,7,5,1,67,0.0,pass,0,,,0,1,0,L.Jackson,,0,M.Andrews,,0,0
272,BAL,3.0,7,5,1,67,0.0,pass,0,,,0,1,0,L.Jackson,,0,,,0,0
273,LV,1.0,10,5,1,27,0.0,run,1,K.Drake,1.0,0,0,0,,,0,,,0,0
274,LV,2.0,14,5,1,31,0.0,pass,0,,,0,1,1,D.Carr,31.0,1,Z.Jones,31.0,1,1
275,CHI,1.0,10,1,1,57,1.0,pass,0,,,0,1,1,A.Dalton,4.0,0,D.Mooney,4.0,0,0
276,CHI,2.0,6,1,1,53,1.0,run,1,D.Montgomery,41.0,0,0,0,,,0,,,1,0
277,CHI,1.0,10,1,1,12,1.0,run,1,D.Williams,0.0,0,0,0,,,0,,,0,0
278,CHI,2.0,10,1,1,12,1.0,pass,0,,,0,1,1,J.Fields,9.0,0,M.Goodwin,9.0,0,0
279,CHI,3.0,6,1,1,8,1.0,pass,0,,,0,1,0,A.Dalton,,0,D.Mooney,,0,0
280,LA,1.0,10,1,1,80,0.0,run,1,D.Henderson,6.0,0,0,0,,,0,,,0,0
281,LA,2.0,4,1,1,74,0.0,pass,0,,,0,1,1,M.Stafford,7.0,0,T.Higbee,7.0,1,0
282,LA,1.0,10,1,1,67,0.0,pass,0,,,0,1,1,M.Stafford,67.0,1,V.Jefferson,67.0,1,1
283,CHI,1.0,10,1,1,76,0.0,run,1,D.Montgomery,14.0,0,0,0,,,0,,,1,0
284,CHI,1.0,10,1,1,62,0.0,pass,0,,,0,1,1,A.Dalton,5.0,0,A.Robinson,5.0,0,0
285,CHI,2.0,5,1,1,57,0.0,pass,0,,,0,1,1,A.Dalton,10.0,0,C.Kmet,10.0,1,0
286,CHI,1.0,10,1,1,47,0.0,pass,0,,,0,1,0,A.Dalton,,0,A.Robinson,,0,0
287,CHI,2.0,10,1,1,47,0.0,run,1,D.Montgomery,2.0,0,0,0,,,0,,,0,0
288,CHI,3.0,8,1,1,45,0.0,pass,0,,,0,1,1,A.Dalton,4.0,0,D.Williams,4.0,0,0
289,CHI,4.0,4,1,1,41,0.0,pass,0,,,0,1,0,A.Dalton,,0,A.Robinson,,0,0
290,LA,1.0,10,1,1,59,0.0,pass,0,,,0,1,1,M.Stafford,1.0,0,C.Kupp,1.0,0,0
291,LA,2.0,9,1,1,58,0.0,pass,0,,,0,1,1,M.Stafford,18.0,0,D.Jackson,18.0,1,0
292,LA,1.0,10,1,1,40,0.0,run,1,M.Stafford,1.0,0,0,0,,,0,,,0,0
293,LA,2.0,9,1,1,39,0.0,pass,0,,,0,1,1,M.Stafford,4.0,0,C.Kupp,4.0,0,0
294,LA,3.0,5,1,1,35,0.0,pass,0,,,0,1,0,M.Stafford,,0,V.Jefferson,,0,0
295,CHI,1.0,10,1,1,75,0.0,run,1,D.Williams,-3.0,0,0,0,,,0,,,0,0
296,CHI,2.0,13,1,1,78,0.0,pass,0,,,0,1,1,A.Dalton,19.0,0,M.Goodwin,19.0,1,0
297,CHI,1.0,10,1,1,44,0.0,run,1,M.Goodwin,-2.0,0,0,0,,,0,,,0,0
298,CHI,2.0,12,1,1,46,0.0,pass,0,,,0,1,1,A.Dalton,-2.0,0,D.Mooney,-2.0,0,0
299,CHI,3.0,14,1,1,48,0.0,pass,0,,,0,1,1,A.Dalton,10.0,0,D.Byrd,10.0,0,0
300,CHI,4.0,4,1,1,38,0.0,pass,0,,,0,1,0,A.Dalton,,0,,,0,0
301,LA,1.0,10,1,1,58,1.0,pass,0,,,0,1,1,M.Stafford,17.0,0,T.Higbee,17.0,1,0
302,LA,1.0,10,1,1,41,1.0,run,1,D.Henderson,2.0,0,0,0,,,0,,,0,0
303,LA,2.0,8,2,1,39,1.0,run,1,R.Woods,7.0,0,0,0,,,0,,,0,0
304,LA,3.0,1,2,1,32,1.0,run,1,D.Henderson,0.0,0,0,0,,,0,,,0,0
305,LA,4.0,1,2,1,32,1.0,pass,0,,,0,1,1,M.Stafford,13.0,0,V.Jefferson,13.0,1,0
306,LA,1.0,10,2,1,19,1.0,pass,0,,,0,1,1,M.Stafford,17.0,0,D.Henderson,17.0,1,0
307,LA,1.0,2,2,1,2,1.0,run,1,D.Henderson,-2.0,0,0,0,,,0,,,0,0
308,LA,2.0,4,2,1,4,1.0,pass,0,,,0,1,0,M.Stafford,,0,C.Kupp,,0,0
309,LA,3.0,4,2,1,4,1.0,pass,0,,,0,1,0,M.Stafford,,0,R.Woods,,0,0
310,CHI,1.0,10,2,1,75,0.0,run,1,D.Montgomery,1.0,0,0,0,,,0,,,0,0
311,CHI,2.0,9,2,1,74,0.0,pass,0,,,0,1,1,A.Dalton,9.0,0,D.Mooney,9.0,1,0
312,CHI,1.0,10,2,1,65,0.0,pass,0,,,0,1,1,A.Dalton,7.0,0,M.Goodwin,7.0,0,0
313,CHI,2.0,3,2,1,58,0.0,run,1,D.Montgomery,3.0,0,0,0,,,0,,,1,0
314,CHI,1.0,10,2,1,55,0.0,run,1,D.Williams,5.0,0,0,0,,,0,,,0,0
315,CHI,2.0,5,2,1,50,0.0,pass,0,,,0,1,1,A.Dalton,3.0,0,D.Byrd,3.0,0,0
316,CHI,3.0,2,2,1,47,0.0,pass,0,,,0,1,0,A.Dalton,,0,A.Robinson,,0,0
317,LA,1.0,10,2,1,89,0.0,pass,0,,,0,1,1,M.Stafford,1.0,0,T.Higbee,1.0,0,0
318,LA,2.0,9,2,1,88,0.0,pass,0,,,0,1,0,M.Stafford,,0,,,0,0
319,LA,3.0,19,2,1,98,0.0,pass,0,,,0,1,1,M.Stafford,6.0,0,R.Woods,6.0,0,0
320,CHI,1.0,10,2,1,55,1.0,pass,0,,,0,1,1,A.Dalton,10.0,0,C.Kmet,10.0,1,0
321,CHI,1.0,10,2,1,45,1.0,run,1,D.Montgomery,10.0,0,0,0,,,0,,,1,0
322,CHI,1.0,10,2,1,35,1.0,run,1,D.Montgomery,3.0,0,0,0,,,0,,,0,0
323,CHI,2.0,7,2,1,32,1.0,pass,0,,,0,1,1,A.Dalton,9.0,0,A.Robinson,9.0,1,0
324,CHI,1.0,10,2,1,23,1.0,run,1,D.Montgomery,3.0,0,0,0,,,0,,,0,0
325,CHI,2.0,7,2,1,20,1.0,pass,0,,,0,1,1,A.Dalton,8.0,0,A.Robinson,8.0,1,0
326,CHI,1.0,10,2,1,12,1.0,run,1,D.Montgomery,0.0,0,0,0,,,0,,,0,0
327,CHI,2.0,10,2,1,12,1.0,run,1,,9.0,0,0,0,A.Dalton,,0,,,0,0
328,CHI,3.0,1,2,1,3,1.0,run,1,D.Montgomery,3.0,1,0,0,,,0,,,1,1
329,LA,1.0,10,3,1,75,0.0,pass,0,,,0,1,0,M.Stafford,,0,C.Kupp,,0,0
330,LA,2.0,10,3,1,75,0.0,run,1,D.Henderson,0.0,0,0,0,,,0,,,0,0
331,LA,3.0,10,3,1,75,0.0,pass,0,,,0,1,1,M.Stafford,19.0,0,R.Woods,19.0,1,0
332,LA,1.0,10,3,1,56,0.0,pass,0,,,0,1,1,M.Stafford,56.0,1,C.Kupp,56.0,1,1
333,CHI,1.0,10,3,1,81,1.0,pass,0,,,0,1,1,A.Dalton,6.0,0,D.Mooney,6.0,0,0
334,CHI,2.0,4,3,1,75,1.0,run,1,D.Montgomery,1.0,0,0,0,,,0,,,0,0
335,CHI,3.0,3,3,1,74,1.0,pass,0,,,0,1,1,A.Dalton,7.0,0,A.Robinson,7.0,1,0
336,CHI,1.0,10,3,1,67,1.0,run,1,D.Montgomery,6.0,0,0,0,,,0,,,0,0
337,CHI,2.0,4,3,1,61,1.0,pass,0,,,0,1,1,A.Dalton,10.0,0,D.Montgomery,10.0,1,0
338,CHI,1.0,10,3,1,51,1.0,pass,0,,,0,1,0,A.Dalton,,0,C.Kmet,,0,0
339,CHI,2.0,10,3,1,51,1.0,pass,0,,,0,1,1,A.Dalton,8.0,0,D.Williams,8.0,0,0
340,CHI,3.0,2,3,1,43,1.0,pass,0,,,0,1,1,A.Dalton,3.0,0,C.Kmet,3.0,1,0
341,CHI,1.0,10,3,1,40,1.0,run,1,D.Montgomery,4.0,0,0,0,,,0,,,0,0
342,CHI,2.0,6,3,1,36,1.0,pass,0,,,0,1,1,A.Dalton,10.0,0,M.Goodwin,10.0,1,0
343,CHI,1.0,10,3,1,26,1.0,run,1,D.Montgomery,4.0,0,0,0,,,0,,,0,0
344,CHI,2.0,6,3,1,22,1.0,run,1,D.Williams,6.0,0,0,0,,,0,,,1,0
345,CHI,1.0,10,3,1,16,1.0,pass,0,,,0,1,1,J.Fields,1.0,0,A.Robinson,1.0,0,0
346,CHI,2.0,9,3,1,15,1.0,run,1,D.Williams,1.0,0,0,0,,,0,,,0,0
347,CHI,3.0,8,3,1,14,1.0,pass,0,,,0,1,1,A.Dalton,11.0,0,J.Graham,11.0,1,0
348,CHI,1.0,3,3,1,3,1.0,run,1,J.Fields,3.0,1,0,0,,,0,,,1,1
349,LA,1.0,10,3,1,75,1.0,run,1,D.Henderson,5.0,0,0,0,,,0,,,0,0
350,LA,2.0,5,3,1,70,1.0,pass,0,,,0,1,0,M.Stafford,,0,C.Kupp,,0,0
351,LA,3.0,5,3,1,70,1.0,pass,0,,,0,1,1,M.Stafford,6.0,0,T.Higbee,6.0,1,0
352,LA,1.0,10,3,1,64,1.0,pass,0,,,0,1,1,M.Stafford,37.0,0,T.Higbee,37.0,1,0
353,LA,1.0,10,3,1,27,1.0,pass,0,,,0,1,1,M.Stafford,3.0,0,D.Jackson,3.0,0,0
354,LA,2.0,7,3,1,24,1.0,pass,0,,,0,1,1,M.Stafford,6.0,0,C.Kupp,6.0,0,0
355,LA,3.0,1,3,1,18,1.0,pass,0,,,0,1,1,M.Stafford,17.0,0,C.Kupp,17.0,1,0
356,LA,1.0,1,3,1,1,1.0,run,1,D.Henderson,1.0,1,0,0,,,0,,,1,1
357,CHI,1.0,10,3,1,79,0.0,pass,0,,,0,1,1,A.Dalton,5.0,0,D.Williams,5.0,0,0
358,CHI,2.0,5,3,1,74,0.0,pass,0,,,0,1,1,A.Dalton,11.0,0,D.Williams,11.0,1,0
359,CHI,1.0,10,3,1,63,0.0,pass,0,,,0,1,0,A.Dalton,,0,A.Robinson,,0,0
360,CHI,2.0,10,3,1,63,0.0,run,1,D.Montgomery,8.0,0,0,0,,,0,,,0,0
361,CHI,3.0,2,4,1,55,0.0,run,1,D.Montgomery,5.0,0,0,0,,,0,,,1,0
362,CHI,1.0,10,4,1,50,0.0,pass,0,,,0,1,1,A.Dalton,9.0,0,D.Mooney,9.0,0,0
363,CHI,2.0,1,4,1,41,0.0,run,1,,4.0,0,0,0,A.Dalton,,0,,,1,0
364,CHI,1.0,10,4,1,37,0.0,pass,0,,,0,1,1,A.Dalton,9.0,0,C.Kmet,9.0,0,0
365,CHI,2.0,1,4,1,28,0.0,run,1,D.Williams,3.0,0,0,0,,,0,,,1,0
366,CHI,1.0,10,4,1,25,0.0,pass,0,,,0,1,0,A.Dalton,,0,,,0,0
367,CHI,2.0,25,4,1,40,0.0,pass,0,,,0,1,0,A.Dalton,,0,C.Kmet,,0,0
368,CHI,3.0,25,4,1,40,0.0,pass,0,,,0,1,1,A.Dalton,10.0,0,C.Kmet,10.0,0,0
369,CHI,4.0,15,4,1,30,0.0,pass,0,,,0,1,0,A.Dalton,,0,D.Mooney,,0,0
370,LA,1.0,10,4,1,70,1.0,run,1,D.Henderson,5.0,0,0,0,,,0,,,0,0
371,LA,2.0,5,4,1,65,1.0,run,1,D.Henderson,8.0,0,0,0,,,0,,,1,0
372,LA,1.0,10,4,1,57,1.0,run,1,D.Henderson,9.0,0,0,0,,,0,,,1,0
373,LA,1.0,10,4,1,33,1.0,run,1,D.Henderson,5.0,0,0,0,,,0,,,0,0
374,LA,2.0,5,4,1,28,1.0,run,1,D.Henderson,2.0,0,0,0,,,0,,,0,0
375,LA,3.0,13,4,1,36,1.0,pass,0,,,0,1,1,M.Stafford,15.0,0,C.Kupp,15.0,1,0
376,LA,1.0,20,4,1,31,1.0,pass,0,,,0,1,1,M.Stafford,9.0,0,C.Kupp,9.0,0,0
377,LA,2.0,11,4,1,22,1.0,run,1,S.Michel,2.0,0,0,0,,,0,,,0,0
378,LA,3.0,9,4,1,20,1.0,run,1,D.Henderson,15.0,0,0,0,,,0,,,1,0
379,LA,1.0,5,4,1,5,1.0,pass,0,,,0,1,0,M.Stafford,,0,T.Higbee,,0,0
380,LA,2.0,5,4,1,5,1.0,run,1,D.Henderson,3.0,0,0,0,,,0,,,0,0
381,LA,3.0,2,4,1,2,1.0,pass,0,,,0,1,1,M.Stafford,2.0,1,R.Woods,2.0,1,1
382,CHI,1.0,10,4,1,75,0.0,pass,0,,,0,1,1,A.Dalton,5.0,0,A.Robinson,5.0,0,0
383,CHI,2.0,5,4,1,70,0.0,pass,0,,,0,1,1,A.Dalton,6.0,0,D.Byrd,6.0,1,0
384,CHI,1.0,10,4,1,64,0.0,pass,0,,,0,1,0,A.Dalton,,0,A.Robinson,,0,0
385,CHI,2.0,10,4,1,64,0.0,pass,0,,,0,1,0,A.Dalton,,0,D.Williams,,0,0
386,CHI,3.0,10,4,1,64,0.0,pass,0,,,0,1,0,A.Dalton,,0,J.Graham,,0,0
387,CHI,4.0,10,4,1,64,0.0,pass,0,,,0,1,0,A.Dalton,,0,,,0,0
388,LA,1.0,10,4,1,27,1.0,run,1,D.Henderson,3.0,0,0,0,,,0,,,0,0
389,LA,2.0,7,4,1,24,1.0,run,1,D.Henderson,8.0,0,0,0,,,0,,,1,0
390,CLE,1.0,10,1,1,75,1.0,run,1,N.Chubb,2.0,0,0,0,,,0,,,0,0
391,CLE,2.0,8,1,1,73,1.0,pass,0,,,0,1,1,B.Mayfield,8.0,0,N.Chubb,8.0,1,0
392,CLE,1.0,10,1,1,65,1.0,run,1,N.Chubb,6.0,0,0,0,,,0,,,0,0
393,CLE,2.0,4,1,1,59,1.0,pass,0,,,0,1,1,B.Mayfield,14.0,0,A.Hooper,14.0,1,0
394,CLE,1.0,10,1,1,45,1.0,pass,0,,,0,1,0,B.Mayfield,,0,A.Janovich,,0,0
395,CLE,2.0,10,1,1,45,1.0,run,1,,7.0,0,0,0,B.Mayfield,,0,,,0,0
396,CLE,3.0,3,1,1,38,1.0,pass,0,,,0,1,1,B.Mayfield,16.0,0,A.Schwartz,16.0,1,0
397,CLE,1.0,10,1,1,22,1.0,run,1,N.Chubb,-1.0,0,0,0,,,0,,,0,0
398,CLE,2.0,11,1,1,23,1.0,pass,0,,,0,1,0,B.Mayfield,,0,D.Njoku,,0,0
399,CLE,3.0,11,1,1,23,1.0,pass,0,,,0,1,1,B.Mayfield,8.0,0,A.Hooper,8.0,0,0
400,CLE,4.0,3,1,1,15,1.0,pass,0,,,0,1,1,B.Mayfield,5.0,0,A.Hooper,5.0,1,0
401,CLE,1.0,10,1,1,10,1.0,run,1,N.Chubb,6.0,0,0,0,,,0,,,0,0
402,CLE,2.0,4,1,1,4,1.0,run,1,N.Chubb,4.0,1,0,0,,,0,,,1,1
403,CLE,,0,1,1,1,1.0,run,1,K.Hunt,,0,0,0,,,0,,,0,0
404,KC,1.0,10,1,1,81,1.0,run,1,C.Edwards-Helaire,-2.0,0,0,0,,,0,,,0,0
405,KC,2.0,12,1,1,83,1.0,pass,0,,,0,1,1,P.Mahomes,17.0,0,T.Kelce,17.0,1,0
406,KC,1.0,10,1,1,66,1.0,run,1,C.Edwards-Helaire,4.0,0,0,0,,,0,,,0,0
407,KC,2.0,6,1,1,62,1.0,pass,0,,,0,1,1,P.Mahomes,9.0,0,T.Kelce,9.0,1,0
408,KC,1.0,10,1,1,53,1.0,pass,0,,,0,1,1,P.Mahomes,11.0,0,C.Edwards-Helaire,11.0,1,0
409,KC,1.0,10,1,1,42,1.0,pass,0,,,0,1,1,P.Mahomes,24.0,0,T.Hill,24.0,1,0
410,KC,1.0,10,1,1,18,1.0,run,1,T.Hill,4.0,0,0,0,,,0,,,0,0
411,KC,2.0,6,1,1,14,1.0,pass,0,,,0,1,0,P.Mahomes,,0,T.Hill,,0,0
412,KC,3.0,11,1,1,19,1.0,pass,0,,,0,1,1,P.Mahomes,9.0,0,D.Robinson,9.0,0,0
413,CLE,1.0,10,1,1,75,1.0,pass,0,,,0,1,1,B.Mayfield,44.0,0,A.Schwartz,44.0,1,0
414,CLE,1.0,10,1,1,31,1.0,pass,0,,,0,1,1,B.Mayfield,17.0,0,H.Bryant,17.0,1,0
415,CLE,1.0,10,1,1,14,1.0,run,1,K.Hunt,2.0,0,0,0,,,0,,,0,0
416,CLE,2.0,8,2,1,12,1.0,pass,0,,,0,1,1,B.Mayfield,3.0,0,D.Njoku,3.0,0,0
417,CLE,3.0,5,2,1,9,1.0,run,1,K.Hunt,4.0,0,0,0,,,0,,,0,0
418,CLE,4.0,1,2,1,5,1.0,run,1,J.Landry,5.0,1,0,0,,,0,,,1,1
419,KC,1.0,10,2,1,75,1.0,pass,0,,,0,1,1,P.Mahomes,8.0,0,T.Hill,8.0,0,0
420,KC,2.0,2,2,1,67,1.0,run,1,C.Edwards-Helaire,1.0,0,0,0,,,0,,,0,0
421,KC,3.0,1,2,1,66,1.0,run,1,M.Burton,2.0,0,0,0,,,0,,,1,0
422,KC,1.0,10,2,1,64,1.0,pass,0,,,0,1,1,P.Mahomes,-6.0,0,T.Hill,-6.0,0,0
423,KC,2.0,11,2,1,65,1.0,pass,0,,,0,1,1,P.Mahomes,4.0,0,M.Hardman,4.0,0,0
424,KC,3.0,7,2,1,61,1.0,pass,0,,,0,1,1,P.Mahomes,11.0,0,T.Hill,11.0,1,0
425,KC,1.0,10,2,1,50,1.0,pass,0,,,0,1,0,P.Mahomes,,0,T.Hill,,0,0
426,KC,2.0,10,2,1,50,1.0,pass,0,,,0,1,1,P.Mahomes,6.0,0,B.Pringle,6.0,0,0
427,KC,3.0,4,2,1,44,1.0,pass,0,,,0,1,1,P.Mahomes,22.0,0,T.Hill,22.0,1,0
428,KC,1.0,10,2,1,22,1.0,pass,0,,,0,1,1,P.Mahomes,19.0,0,T.Kelce,19.0,1,0
429,KC,1.0,3,2,1,3,1.0,pass,0,,,0,1,1,P.Mahomes,-2.0,0,M.Remmers,-2.0,0,0
430,KC,2.0,5,2,1,5,1.0,run,1,,5.0,1,0,0,P.Mahomes,,0,,,1,1
431,CLE,1.0,15,2,1,86,1.0,pass,0,,,0,1,1,B.Mayfield,9.0,0,A.Schwartz,9.0,0,0
432,CLE,2.0,6,2,1,77,1.0,run,1,A.Schwartz,17.0,0,0,0,,,0,,,1,0
433,CLE,1.0,10,2,1,60,1.0,pass,0,,,0,1,1,B.Mayfield,10.0,0,N.Chubb,10.0,1,0
434,CLE,1.0,10,2,1,50,1.0,pass,0,,,0,1,1,B.Mayfield,9.0,0,J.Landry,9.0,0,0
435,CLE,2.0,1,2,1,41,1.0,run,1,,8.0,0,0,0,J.Landry,,0,,,1,0
436,CLE,1.0,10,2,1,18,1.0,run,1,N.Chubb,18.0,1,0,0,,,0,,,1,1
437,KC,1.0,10,2,1,82,0.0,pass,0,,,0,1,1,P.Mahomes,9.0,0,T.Hill,9.0,0,0
438,KC,2.0,1,2,1,73,0.0,pass,0,,,0,1,1,P.Mahomes,28.0,0,T.Hill,28.0,1,0
439,KC,1.0,10,2,1,45,0.0,pass,0,,,0,1,0,P.Mahomes,,0,,,0,0
440,KC,2.0,10,2,1,45,0.0,pass,0,,,0,1,0,P.Mahomes,,0,B.Pringle,,0,0
441,KC,3.0,10,2,1,45,0.0,pass,0,,,0,1,0,P.Mahomes,,0,T.Hill,,0,0
442,CLE,1.0,10,2,1,99,0.0,run,1,K.Hunt,5.0,0,0,0,,,0,,,0,0
443,CLE,2.0,5,2,1,94,0.0,run,1,K.Hunt,15.0,0,0,0,,,0,,,1,0
444,CLE,1.0,10,2,1,79,0.0,pass,0,,,0,1,1,B.Mayfield,43.0,0,D.Njoku,43.0,1,0
445,CLE,1.0,10,2,1,36,0.0,pass,0,,,0,1,0,B.Mayfield,,0,,,0,0
446,CLE,2.0,10,2,1,36,0.0,pass,0,,,0,1,0,B.Mayfield,,0,A.Schwartz,,0,0
447,CLE,3.0,20,2,1,46,0.0,pass,0,,,0,1,0,B.Mayfield,,0,,,0,0
448,CLE,4.0,31,2,1,57,0.0,pass,0,,,0,1,1,B.Mayfield,45.0,0,J.Landry,32.0,1,0
449,KC,1.0,10,3,1,75,1.0,run,1,C.Edwards-Helaire,3.0,0,0,0,,,0,,,0,0
450,KC,2.0,7,3,1,72,1.0,run,1,C.Edwards-Helaire,4.0,0,0,0,,,0,,,0,0
451,KC,3.0,3,3,1,68,1.0,pass,0,,,0,1,1,P.Mahomes,6.0,0,T.Hill,6.0,1,0
452,KC,1.0,10,3,1,62,1.0,run,1,C.Edwards-Helaire,4.0,0,0,0,,,0,,,0,0
453,KC,2.0,6,3,1,58,1.0,pass,0,,,0,1,1,P.Mahomes,7.0,0,M.Hardman,7.0,1,0
454,KC,1.0,10,3,1,51,1.0,pass,0,,,0,1,0,P.Mahomes,,0,,,0,0
455,KC,2.0,10,3,1,51,1.0,pass,0,,,0,1,1,P.Mahomes,12.0,0,T.Kelce,12.0,1,0
456,KC,1.0,10,3,1,39,1.0,pass,0,,,0,1,0,P.Mahomes,,0,T.Kelce,,0,0
457,KC,2.0,10,3,1,39,1.0,run,1,C.Edwards-Helaire,3.0,0,0,0,,,0,,,0,0
458,KC,3.0,7,3,1,36,1.0,run,1,,8.0,0,0,0,P.Mahomes,,0,,,1,0
459,KC,1.0,10,3,1,28,1.0,run,1,C.Edwards-Helaire,9.0,0,0,0,,,0,,,0,0
460,KC,2.0,1,3,1,19,1.0,pass,0,,,0,1,1,P.Mahomes,6.0,0,T.Hill,6.0,1,0
461,KC,1.0,10,3,1,13,1.0,run,1,,7.0,0,0,0,P.Mahomes,,0,,,0,0
462,KC,2.0,8,3,1,11,1.0,pass,0,,,0,1,1,P.Mahomes,11.0,1,T.Kelce,11.0,1,1
463,CLE,1.0,10,3,1,75,0.0,run,1,N.Chubb,6.0,0,0,0,,,0,,,0,0
464,CLE,2.0,4,3,1,69,0.0,run,1,N.Chubb,17.0,0,0,0,,,0,,,1,0
465,CLE,1.0,10,3,1,52,0.0,run,1,N.Chubb,4.0,0,0,0,,,0,,,0,0
466,KC,1.0,10,3,1,53,1.0,run,1,C.Edwards-Helaire,1.0,0,0,0,,,0,,,0,0
467,KC,2.0,9,3,1,52,1.0,pass,0,,,0,1,1,P.Mahomes,8.0,0,M.Hardman,8.0,0,0
468,KC,3.0,1,3,1,44,1.0,run,1,B.Bell,2.0,0,0,0,,,0,,,1,0
469,KC,1.0,10,3,1,42,1.0,run,1,C.Edwards-Helaire,5.0,0,0,0,,,0,,,0,0
470,KC,2.0,5,3,1,37,1.0,pass,0,,,0,1,1,P.Mahomes,3.0,0,B.Bell,3.0,0,0
471,KC,3.0,2,3,1,34,1.0,pass,0,,,0,1,1,P.Mahomes,14.0,0,C.Edwards-Helaire,14.0,1,0
472,KC,1.0,10,3,1,20,1.0,run,1,Da.Williams,4.0,0,0,0,,,0,,,0,0
473,KC,2.0,6,3,1,16,1.0,pass,0,,,0,1,0,P.Mahomes,,0,,,0,0
474,KC,3.0,15,3,1,25,1.0,pass,0,,,0,1,0,P.Mahomes,,0,D.Robinson,,0,0
475,CLE,1.0,10,3,1,75,1.0,pass,0,,,0,1,1,B.Mayfield,11.0,0,J.Landry,11.0,1,0
476,CLE,1.0,10,4,1,64,1.0,run,1,N.Chubb,2.0,0,0,0,,,0,,,0,0
477,CLE,2.0,8,4,1,62,1.0,pass,0,,,0,1,1,B.Mayfield,9.0,0,J.Landry,9.0,1,0
478,CLE,1.0,10,4,1,53,1.0,run,1,N.Chubb,6.0,0,0,0,,,0,,,0,0
479,CLE,2.0,4,4,1,47,1.0,pass,0,,,0,1,1,B.Mayfield,30.0,0,D.Njoku,30.0,1,0
480,CLE,1.0,10,4,1,17,1.0,run,1,N.Chubb,7.0,0,0,0,,,0,,,0,0
481,CLE,2.0,3,4,1,10,1.0,run,1,N.Chubb,6.0,0,0,0,,,0,,,1,0
482,CLE,1.0,4,4,1,4,1.0,run,1,N.Chubb,2.0,0,0,0,,,0,,,0,0
483,CLE,2.0,2,4,1,2,1.0,run,1,K.Hunt,2.0,1,0,0,,,0,,,1,1
