,play_type,posteam,down,ydstogo,qtr,week,yardline_100,drive_inside20,rush_attempt,rusher,rushing_yards,first_down,rush_touchdown
8551,run,MIN,2.0,10,1,5,34,0.0,1,A.Mattison,-2.0,0,0
8553,run,MIN,1.0,10,1,5,22,0.0,1,A.Mattison,-2.0,0,0
8557,run,DET,2.0,6,1,5,71,0.0,1,D.Swift,1.0,0,0
8558,run,DET,1.0,10,1,5,65,0.0,1,D.Swift,11.0,1,0
8559,run,DET,1.0,10,1,5,54,0.0,1,J.Williams,4.0,0,0
8560,run,DET,2.0,6,1,5,50,0.0,1,J.Williams,9.0,1,0
8562,run,DET,2.0,10,1,5,41,0.0,1,J.Williams,5.0,0,0
8566,run,MIN,1.0,10,1,5,65,0.0,1,A.Mattison,9.0,0,0
8567,run,MIN,2.0,1,1,5,56,0.0,1,,4.0,1,0
8568,run,MIN,1.0,10,2,5,52,0.0,1,A.Mattison,0.0,0,0
8572,run,MIN,2.0,4,2,5,29,0.0,1,A.Mattison,5.0,1,0
8574,run,MIN,2.0,17,2,5,31,0.0,1,A.Mattison,5.0,0,0
8576,run,DET,1.0,10,2,5,75,0.0,1,D.Swift,4.0,0,0
8578,run,DET,1.0,10,2,5,63,0.0,1,J.Williams,3.0,0,0
8579,run,DET,2.0,7,2,5,60,0.0,1,J.Williams,1.0,0,0
8581,run,MIN,1.0,10,2,5,88,1.0,1,A.Mattison,11.0,1,0
8582,run,MIN,1.0,10,2,5,77,1.0,1,A.Mattison,3.0,0,0
8584,run,MIN,1.0,10,2,5,60,1.0,1,A.Mattison,6.0,0,0
8587,run,MIN,1.0,10,2,5,15,1.0,1,A.Mattison,0.0,0,0
8592,run,DET,2.0,10,2,5,65,0.0,1,D.Swift,2.0,0,0
8597,run,MIN,1.0,10,2,5,81,0.0,1,A.Mattison,3.0,0,0
8598,run,MIN,2.0,7,2,5,78,0.0,1,A.Mattison,3.0,0,0
8600,run,MIN,2.0,15,3,5,80,0.0,1,A.Mattison,3.0,0,0
8602,run,DET,1.0,10,3,5,63,0.0,1,D.Swift,4.0,0,0
8604,run,DET,1.0,10,3,5,45,0.0,1,J.Williams,13.0,1,0
8605,run,DET,1.0,10,3,5,32,0.0,1,J.Williams,4.0,0,0
8607,run,MIN,1.0,10,3,5,63,0.0,1,A.Mattison,0.0,0,0
8610,run,DET,1.0,10,3,5,87,0.0,1,J.Williams,9.0,0,0
8611,run,DET,2.0,1,3,5,78,0.0,1,J.Williams,0.0,0,0
8612,run,DET,3.0,1,3,5,78,0.0,1,J.Williams,3.0,1,0
8613,run,DET,1.0,10,3,5,75,0.0,1,D.Swift,3.0,0,0
8617,run,MIN,1.0,10,3,5,84,0.0,1,A.Mattison,5.0,0,0
8620,run,MIN,1.0,10,3,5,73,0.0,1,A.Mattison,48.0,1,0
8621,run,MIN,1.0,10,3,5,25,0.0,1,A.Abdullah,2.0,0,0
8623,run,DET,1.0,10,3,5,79,0.0,1,D.Swift,0.0,0,0
8626,run,MIN,1.0,10,4,5,73,0.0,1,A.Mattison,4.0,0,0
8628,run,MIN,3.0,3,4,5,66,0.0,1,A.Mattison,-1.0,0,0
8630,run,DET,1.0,10,4,5,48,0.0,1,D.Swift,4.0,0,0
8637,run,MIN,2.0,4,4,5,44,0.0,1,A.Mattison,3.0,0,0
8638,run,MIN,3.0,1,4,5,41,0.0,1,A.Mattison,2.0,1,0
8647,run,MIN,1.0,10,4,5,34,0.0,1,A.Mattison,2.0,0,0
8648,run,MIN,2.0,8,4,5,32,0.0,1,A.Mattison,1.0,0,0
8655,run,MIN,1.0,10,4,5,82,0.0,1,A.Mattison,2.0,0,0
8656,run,MIN,2.0,8,4,5,80,0.0,1,C.Ham,1.0,0,0
8657,run,MIN,3.0,7,4,5,79,0.0,1,A.Mattison,-1.0,0,0
8658,run,DET,1.0,10,4,5,20,1.0,1,D.Swift,3.0,0,0
8660,run,DET,1.0,7,4,5,7,1.0,1,D.Swift,7.0,1,1
8665,run,GB,1.0,10,1,5,75,0.0,1,A.Jones,14.0,1,0
8667,run,GB,2.0,5,1,5,56,0.0,1,A.Jones,11.0,1,0
8668,run,GB,1.0,10,1,5,45,0.0,1,A.Jones,3.0,0,0
8673,run,CIN,3.0,1,1,5,83,0.0,1,J.Burrow,0.0,0,0
8679,run,GB,1.0,10,1,5,80,0.0,1,A.Jones,0.0,0,0
8682,run,CIN,1.0,10,1,5,51,1.0,1,S.Perine,7.0,0,0
8686,run,CIN,1.0,10,1,5,39,1.0,1,J.Mixon,10.0,1,0
8693,run,GB,1.0,10,1,5,58,1.0,1,A.Dillon,2.0,0,0
8700,run,CIN,2.0,3,2,5,68,0.0,1,J.Mixon,-1.0,0,0
8709,run,CIN,3.0,12,2,5,62,0.0,1,,9.0,0,0
8710,run,GB,1.0,10,2,5,81,1.0,1,A.Jones,1.0,0,0
8713,run,GB,1.0,10,2,5,62,1.0,1,A.Dillon,3.0,0,0
8717,run,GB,1.0,10,2,5,13,1.0,1,A.Jones,8.0,0,0
8722,run,CIN,1.0,10,3,5,77,0.0,1,S.Perine,4.0,0,0
8728,run,GB,1.0,10,3,5,67,0.0,1,A.Jones,1.0,0,0
8729,run,GB,2.0,9,3,5,66,0.0,1,A.Jones,5.0,0,0
8731,run,GB,1.0,10,3,5,53,0.0,1,A.Dillon,7.0,0,0
8732,run,GB,2.0,3,3,5,46,0.0,1,A.Dillon,17.0,1,0
8733,run,GB,1.0,10,3,5,29,0.0,1,A.Dillon,-1.0,0,0
8736,run,CIN,1.0,10,3,5,75,0.0,1,J.Mixon,0.0,0,0
8738,run,CIN,1.0,10,3,5,61,0.0,1,S.Perine,6.0,0,0
8741,run,CIN,1.0,10,3,5,50,0.0,1,J.Mixon,5.0,0,0
8742,run,CIN,2.0,5,3,5,45,0.0,1,S.Perine,7.0,1,0
8746,run,GB,1.0,10,3,5,85,1.0,1,A.Jones,5.0,0,0
8747,run,GB,2.0,5,4,5,80,1.0,1,A.Jones,4.0,0,0
8749,run,GB,1.0,6,4,5,6,1.0,1,A.Dillon,1.0,0,0
8750,run,GB,2.0,5,4,5,5,1.0,1,A.Dillon,1.0,0,0
8752,run,CIN,1.0,10,4,5,75,1.0,1,S.Perine,11.0,1,0
8754,run,CIN,2.0,7,4,5,61,1.0,1,S.Perine,1.0,0,0
8758,run,CIN,3.0,1,4,5,41,1.0,1,S.Perine,-1.0,0,0
8759,run,CIN,4.0,2,4,5,42,1.0,1,J.Burrow,2.0,1,0
8760,run,CIN,1.0,10,4,5,40,1.0,1,J.Mixon,4.0,0,0
8763,run,CIN,1.0,10,4,5,17,1.0,1,S.Perine,9.0,0,0
8764,run,CIN,2.0,1,4,5,8,1.0,1,J.Mixon,8.0,1,1
8766,run,GB,1.0,10,4,5,75,1.0,1,A.Jones,57.0,1,0
8767,run,GB,1.0,10,4,5,18,1.0,1,A.Dillon,0.0,0,0
8771,run,CIN,2.0,1,4,5,65,0.0,1,S.Perine,2.0,1,0
8777,run,CIN,3.0,5,4,5,42,0.0,1,S.Perine,3.0,0,0
8780,run,GB,1.0,10,5,5,17,1.0,1,A.Jones,-1.0,0,0
8781,run,GB,2.0,11,5,5,18,1.0,1,A.Jones,-4.0,0,0
8782,run,CIN,1.0,10,5,5,70,0.0,1,J.Mixon,-2.0,0,0
8783,run,CIN,2.0,12,5,5,72,0.0,1,S.Perine,10.0,0,0
8785,run,CIN,1.0,10,5,5,41,0.0,1,J.Mixon,4.0,0,0
8786,run,CIN,2.0,6,5,5,37,0.0,1,J.Mixon,4.0,0,0
8787,run,CIN,3.0,2,5,5,33,0.0,1,J.Mixon,1.0,0,0
8790,run,GB,1.0,10,5,5,41,0.0,1,A.Jones,-1.0,0,0
8800,run,BAL,2.0,5,1,5,69,0.0,1,L.Murray,0.0,0,0
8803,run,IND,1.0,10,1,5,73,1.0,1,J.Taylor,3.0,0,0
8804,run,IND,2.0,7,1,5,70,1.0,1,N.Hines,11.0,1,0
8806,run,IND,1.0,10,1,5,44,1.0,1,N.Hines,4.0,0,0
8807,run,IND,2.0,6,1,5,40,1.0,1,J.Taylor,4.0,0,0
8810,run,IND,2.0,2,1,5,22,1.0,1,N.Hines,3.0,1,0
8813,run,BAL,1.0,10,1,5,81,0.0,1,D.Freeman,1.0,0,0
8815,run,BAL,1.0,10,1,5,63,0.0,1,T.Williams,3.0,0,0
8816,run,BAL,2.0,7,1,5,60,0.0,1,,3.0,0,0
8817,run,BAL,3.0,4,1,5,57,0.0,1,L.Jackson,2.0,0,0
8818,run,IND,1.0,10,1,5,79,0.0,1,M.Mack,13.0,1,0
8823,run,IND,2.0,3,2,5,48,0.0,1,M.Mack,2.0,0,0
8824,run,IND,3.0,1,2,5,46,0.0,1,J.Taylor,2.0,1,0
8825,run,IND,1.0,10,2,5,44,0.0,1,J.Taylor,-1.0,0,0
8826,run,IND,2.0,11,2,5,45,0.0,1,M.Mack,2.0,0,0
8828,run,BAL,1.0,10,2,5,88,0.0,1,T.Williams,-2.0,0,0
8829,run,BAL,2.0,12,2,5,90,0.0,1,,13.0,1,0
8831,run,BAL,1.0,10,2,5,62,0.0,1,L.Jackson,4.0,0,0
8832,run,BAL,2.0,6,2,5,58,0.0,1,L.Murray,3.0,0,0
8833,run,BAL,3.0,3,2,5,55,0.0,1,L.Jackson,-1.0,0,0
8834,run,IND,1.0,10,2,5,82,0.0,1,J.Taylor,2.0,0,0
8838,run,BAL,1.0,10,2,5,57,1.0,1,L.Jackson,9.0,0,0
8839,run,BAL,2.0,1,2,5,48,1.0,1,L.Murray,2.0,1,0
8843,run,BAL,2.0,8,2,5,9,1.0,1,L.Murray,4.0,0,0
8855,run,BAL,2.0,4,3,5,85,1.0,1,T.Williams,0.0,0,0
8859,run,BAL,3.0,3,3,5,67,1.0,1,,12.0,1,0
8860,run,BAL,1.0,10,3,5,55,1.0,1,T.Williams,5.0,0,0
8866,run,BAL,1.0,1,3,5,1,1.0,1,L.Jackson,-2.0,0,0
8868,run,IND,1.0,10,3,5,60,1.0,1,J.Taylor,19.0,1,0
8869,run,IND,1.0,10,3,5,41,1.0,1,J.Taylor,13.0,1,0
8870,run,IND,1.0,10,3,5,28,1.0,1,N.Hines,0.0,0,0
8872,run,IND,1.0,4,3,5,4,1.0,1,J.Taylor,4.0,1,1
8876,run,BAL,1.0,10,3,5,53,0.0,1,,3.0,0,0
8879,run,BAL,,0,3,5,2,0.0,1,L.Jackson,,0,0
8880,run,IND,1.0,10,3,5,80,0.0,1,,4.0,0,0
8881,run,IND,2.0,6,3,5,76,0.0,1,M.Mack,8.0,1,0
8882,run,IND,1.0,10,4,5,68,0.0,1,M.Mack,22.0,1,0
8883,run,IND,1.0,10,4,5,46,0.0,1,J.Taylor,-1.0,0,0
8897,run,IND,1.0,10,4,5,27,1.0,1,J.Taylor,7.0,0,0
8898,run,IND,2.0,3,4,5,20,1.0,1,J.Taylor,2.0,0,0
8899,run,IND,3.0,1,4,5,18,1.0,1,J.Taylor,1.0,1,0
8900,run,IND,1.0,10,4,5,17,1.0,1,J.Taylor,-1.0,0,0
8901,run,IND,2.0,11,4,5,18,1.0,1,J.Taylor,3.0,0,0
8902,run,IND,3.0,8,4,5,15,1.0,1,J.Taylor,-4.0,0,0
8907,run,BAL,2.0,1,4,5,39,1.0,1,,6.0,1,0
8911,run,BAL,2.0,2,4,5,5,1.0,1,,4.0,1,0
8912,run,BAL,1.0,1,4,5,1,1.0,1,L.Jackson,-3.0,0,0
8919,run,IND,1.0,10,4,5,30,0.0,1,C.Wentz,1.0,0,0
8920,run,BAL,1.0,10,5,5,68,1.0,1,,6.0,0,0
8925,run,BAL,2.0,3,5,5,26,1.0,1,L.Jackson,6.0,1,0
8927,run,BAL,2.0,3,5,5,13,1.0,1,L.Murray,6.0,1,0
8928,run,BAL,1.0,7,5,5,7,1.0,1,L.Murray,2.0,0,0
8932,run,LA,1.0,10,1,5,69,0.0,1,D.Henderson,1.0,0,0
8933,run,LA,2.0,9,1,5,68,0.0,1,D.Henderson,4.0,0,0
8936,run,SEA,1.0,10,1,5,50,0.0,1,A.Collins,3.0,0,0
8941,run,LA,2.0,1,1,5,68,0.0,1,D.Henderson,3.0,1,0
8943,run,LA,2.0,6,1,5,61,0.0,1,D.Henderson,-3.0,0,0
8945,run,SEA,1.0,10,1,5,81,0.0,1,A.Collins,13.0,1,0
8947,run,SEA,1.0,10,1,5,63,0.0,1,A.Collins,1.0,0,0
8949,run,SEA,1.0,10,1,5,37,0.0,1,A.Collins,4.0,0,0
8950,run,SEA,2.0,6,1,5,33,0.0,1,A.Collins,4.0,0,0
8951,run,SEA,3.0,2,1,5,29,0.0,1,D.Dallas,0.0,0,0
8952,run,SEA,4.0,2,1,5,29,0.0,1,A.Collins,-1.0,0,0
8953,run,LA,1.0,10,1,5,70,1.0,1,D.Henderson,10.0,1,0
8961,run,SEA,1.0,10,2,5,80,0.0,1,,7.0,0,0
8962,run,SEA,2.0,3,2,5,73,0.0,1,A.Collins,4.0,1,0
8963,run,SEA,1.0,10,2,5,69,0.0,1,A.Collins,2.0,0,0
8967,run,LA,3.0,10,2,5,52,0.0,1,D.Henderson,2.0,0,0
8969,run,SEA,1.0,10,2,5,22,1.0,1,A.Collins,3.0,0,0
8971,run,LA,1.0,10,2,5,76,1.0,1,S.Michel,6.0,0,0
8972,run,LA,2.0,4,2,5,70,1.0,1,S.Michel,15.0,1,0
8973,run,LA,1.0,10,2,5,55,1.0,1,S.Michel,3.0,0,0
8975,run,LA,1.0,10,2,5,43,1.0,1,S.Michel,6.0,0,0
8978,run,LA,2.0,2,2,5,24,1.0,1,S.Michel,0.0,0,0
8979,run,LA,3.0,2,2,5,24,1.0,1,S.Michel,1.0,0,0
8980,run,LA,4.0,1,2,5,23,1.0,1,S.Michel,2.0,1,0
8982,run,LA,2.0,4,2,5,15,1.0,1,S.Michel,3.0,0,0
8983,run,LA,3.0,1,2,5,12,1.0,1,S.Michel,-1.0,0,0
8985,run,SEA,1.0,10,2,5,43,1.0,1,D.Dallas,4.0,0,0
8989,run,SEA,1.0,10,3,5,61,0.0,1,A.Collins,4.0,0,0
8991,run,SEA,3.0,1,3,5,52,0.0,1,R.Wilson,3.0,1,0
8994,run,SEA,3.0,22,3,5,61,0.0,1,A.Collins,6.0,0,0
9001,run,LA,1.0,10,3,5,12,1.0,1,D.Henderson,7.0,0,0
9002,run,LA,2.0,3,3,5,5,1.0,1,D.Henderson,5.0,1,1
9003,run,SEA,1.0,10,3,5,60,0.0,1,A.Collins,-4.0,0,0
9005,run,SEA,3.0,14,3,5,64,0.0,1,T.Homer,5.0,0,0
9009,run,LA,1.0,10,3,5,42,1.0,1,D.Henderson,29.0,1,0
9011,run,SEA,1.0,10,3,5,75,0.0,1,A.Collins,4.0,0,0
9016,run,LA,1.0,10,3,5,63,0.0,1,D.Henderson,8.0,0,0
9017,run,LA,2.0,2,3,5,55,0.0,1,D.Henderson,-1.0,0,0
9019,run,SEA,1.0,10,4,5,98,0.0,1,A.Collins,2.0,0,0
9022,run,SEA,2.0,2,4,5,58,0.0,1,A.Collins,2.0,1,0
9023,run,SEA,1.0,10,4,5,56,0.0,1,,6.0,0,0
9025,run,SEA,3.0,1,4,5,47,0.0,1,D.Dallas,2.0,1,0
9026,run,SEA,1.0,10,4,5,45,0.0,1,D.Dallas,1.0,0,0
9032,run,LA,1.0,10,4,5,15,1.0,1,S.Michel,0.0,0,0
9034,run,LA,1.0,2,4,5,2,1.0,1,S.Michel,2.0,1,1
9035,run,SEA,1.0,10,4,5,60,1.0,1,G.Smith,5.0,0,0
9045,run,LA,1.0,10,4,5,78,0.0,1,D.Henderson,12.0,1,0
9046,run,LA,1.0,10,4,5,66,0.0,1,D.Henderson,0.0,0,0
9047,run,LA,2.0,10,4,5,66,0.0,1,D.Henderson,2.0,0,0
9050,run,LA,1.0,10,4,5,32,0.0,1,D.Henderson,-1.0,0,0
9051,run,LA,2.0,11,4,5,33,0.0,1,D.Henderson,0.0,0,0
9052,run,LA,3.0,11,4,5,33,0.0,1,D.Henderson,4.0,0,0
9054,run,SEA,2.0,15,4,5,80,0.0,1,,12.0,0,0
9056,run,MIA,1.0,10,1,5,75,1.0,1,J.Waddle,2.0,0,0
9060,run,MIA,1.0,9,1,5,9,1.0,1,M.Gaskin,4.0,0,0
9061,run,MIA,2.0,5,1,5,5,1.0,1,M.Gaskin,0.0,0,0
9063,run,TB,1.0,10,1,5,80,1.0,1,L.Fournette,1.0,0,0
9066,run,TB,1.0,10,1,5,44,1.0,1,L.Fournette,17.0,1,0
9068,run,TB,1.0,10,1,5,14,1.0,1,L.Fournette,4.0,0,0
9072,run,MIA,2.0,1,1,5,66,0.0,1,M.Gaskin,3.0,1,0
9080,run,TB,1.0,10,1,5,65,1.0,1,L.Fournette,8.0,0,0
9085,run,TB,1.0,10,1,5,18,1.0,1,R.Jones,4.0,0,0
9089,run,MIA,2.0,5,2,5,70,0.0,1,S.Ahmed,1.0,0,0
9091,run,TB,1.0,10,2,5,70,0.0,1,R.Jones,4.0,0,0
9092,run,TB,2.0,6,2,5,66,0.0,1,R.Jones,4.0,0,0
9100,run,TB,1.0,10,2,5,77,1.0,1,L.Fournette,6.0,0,0
9109,run,TB,1.0,10,2,5,17,1.0,1,L.Fournette,4.0,0,0
9111,run,TB,1.0,3,2,5,3,1.0,1,L.Fournette,-1.0,0,0
9120,run,TB,2.0,10,2,5,55,0.0,1,,13.0,1,0
9121,run,TB,1.0,10,3,5,75,0.0,1,L.Fournette,13.0,1,0
9122,run,TB,1.0,10,3,5,62,0.0,1,L.Fournette,3.0,0,0
9126,run,MIA,2.0,6,3,5,83,1.0,1,M.Gaskin,13.0,1,0
9127,run,MIA,1.0,10,3,5,70,1.0,1,P.Williams,7.0,0,0
9130,run,MIA,2.0,10,3,5,40,1.0,1,S.Ahmed,4.0,0,0
9139,run,TB,1.0,10,3,5,63,1.0,1,L.Fournette,6.0,0,0
9144,run,TB,1.0,10,3,5,30,1.0,1,L.Fournette,1.0,0,0
9146,run,TB,1.0,10,3,5,13,1.0,1,R.Jones,4.0,0,0
9148,run,TB,3.0,2,4,5,5,1.0,1,L.Fournette,5.0,1,1
9153,run,TB,1.0,10,4,5,46,0.0,1,R.Jones,5.0,0,0
9165,run,MIA,2.0,10,4,5,54,0.0,1,M.Gaskin,5.0,0,0
9167,run,TB,1.0,10,4,5,72,1.0,1,G.Bernard,17.0,1,0
9169,run,TB,2.0,6,4,5,51,1.0,1,G.Bernard,4.0,0,0
9171,run,TB,1.0,10,4,5,24,1.0,1,G.Bernard,-1.0,0,0
9172,run,TB,2.0,6,4,5,20,1.0,1,G.Bernard,1.0,0,0
9174,run,HOU,1.0,10,1,5,79,1.0,1,M.Ingram,8.0,0,0
9175,run,HOU,2.0,2,1,5,71,1.0,1,M.Ingram,1.0,0,0
9176,run,HOU,3.0,1,1,5,70,1.0,1,M.Ingram,1.0,1,0
9177,run,HOU,1.0,10,1,5,69,1.0,1,M.Ingram,2.0,0,0
9179,run,HOU,1.0,10,1,5,57,1.0,1,P.Lindsay,10.0,0,0
9180,run,HOU,1.0,10,1,5,57,1.0,1,M.Ingram,1.0,0,0
9182,run,HOU,3.0,1,1,5,48,1.0,1,D.Mills,2.0,1,0
9184,run,HOU,2.0,10,1,5,46,1.0,1,P.Lindsay,5.0,0,0
9185,run,HOU,3.0,5,1,5,41,1.0,1,D.Johnson,3.0,0,0
9187,run,HOU,1.0,10,1,5,30,1.0,1,M.Ingram,0.0,0,0
9189,run,HOU,1.0,10,1,5,20,1.0,1,M.Ingram,2.0,0,0
9192,run,NE,1.0,10,1,5,60,1.0,1,D.Harris,4.0,0,0
9193,run,NE,2.0,6,1,5,56,1.0,1,D.Harris,4.0,0,0
9195,run,NE,1.0,10,1,5,37,1.0,1,K.Bourne,12.0,1,0
9196,run,NE,1.0,10,1,5,25,1.0,1,D.Harris,0.0,0,0
9197,run,NE,2.0,10,1,5,25,1.0,1,D.Harris,7.0,0,0
9199,run,NE,1.0,7,1,5,7,1.0,1,D.Harris,0.0,0,0
9201,run,NE,3.0,1,2,5,1,1.0,1,D.Harris,1.0,1,1
9203,run,HOU,2.0,3,2,5,68,0.0,1,P.Lindsay,1.0,0,0
9205,run,NE,1.0,10,2,5,78,1.0,1,D.Harris,7.0,0,0
9206,run,NE,2.0,3,2,5,71,1.0,1,R.Stevenson,4.0,1,0
9208,run,NE,2.0,1,2,5,58,1.0,1,R.Stevenson,-1.0,0,0
9212,run,NE,2.0,5,2,5,5,1.0,1,D.Harris,4.0,0,0
9213,run,HOU,1.0,10,2,5,80,1.0,1,M.Ingram,3.0,0,0
9214,run,HOU,2.0,7,2,5,77,1.0,1,M.Ingram,1.0,0,0
9216,run,HOU,1.0,10,2,5,67,1.0,1,P.Lindsay,2.0,0,0
9217,run,HOU,2.0,8,2,5,65,1.0,1,P.Lindsay,1.0,0,0
9225,run,HOU,2.0,9,2,5,9,1.0,1,M.Ingram,3.0,0,0
9234,run,NE,1.0,10,3,5,73,0.0,1,R.Stevenson,0.0,0,0
9236,run,HOU,1.0,10,3,5,44,0.0,1,M.Ingram,7.0,0,0
9238,run,NE,1.0,10,3,5,75,0.0,1,R.Stevenson,-3.0,0,0
9242,run,HOU,2.0,3,3,5,65,0.0,1,M.Ingram,1.0,0,0
9244,run,NE,1.0,10,3,5,36,0.0,1,D.Harris,3.0,0,0
9245,run,NE,2.0,7,3,5,33,0.0,1,D.Harris,-3.0,0,0
9248,run,HOU,1.0,10,3,5,62,0.0,1,M.Ingram,1.0,0,0
9253,run,NE,1.0,10,3,5,40,1.0,1,R.Stevenson,4.0,0,0
9258,run,HOU,1.0,10,3,5,78,0.0,1,M.Ingram,3.0,0,0
9259,run,HOU,2.0,7,3,5,75,0.0,1,M.Ingram,4.0,0,0
9261,run,HOU,1.0,10,4,5,44,0.0,1,M.Ingram,3.0,0,0
9264,run,NE,1.0,10,4,5,54,1.0,1,D.Harris,7.0,0,0
9266,run,NE,1.0,10,4,5,37,1.0,1,D.Harris,5.0,0,0
9267,run,NE,2.0,5,4,5,32,1.0,1,D.Harris,15.0,1,0
9268,run,NE,1.0,10,4,5,17,1.0,1,R.Stevenson,4.0,0,0
9269,run,NE,2.0,6,4,5,13,1.0,1,R.Stevenson,0.0,0,0
9271,run,HOU,1.0,10,4,5,75,0.0,1,D.Johnson,2.0,0,0
9275,run,NE,1.0,10,4,5,63,1.0,1,D.Harris,4.0,0,0
9278,run,NE,1.0,10,4,5,56,1.0,1,R.Stevenson,3.0,0,0
9279,run,NE,2.0,7,4,5,53,1.0,1,R.Stevenson,1.0,0,0
9282,run,NE,2.0,10,4,5,42,1.0,1,B.Bolden,24.0,1,0
9283,run,NE,1.0,10,4,5,18,1.0,1,R.Stevenson,9.0,0,0
9284,run,NE,2.0,1,4,5,9,1.0,1,M.Jones,3.0,1,0
9285,run,NE,1.0,6,4,5,6,1.0,1,R.Stevenson,2.0,0,0
9286,run,NE,2.0,9,4,5,9,1.0,1,J.Smith,5.0,0,0
9287,run,NE,3.0,4,4,5,4,1.0,1,B.Bolden,1.0,0,0
9296,run,WAS,2.0,10,1,5,31,0.0,1,A.Gibson,5.0,0,0
9298,run,NO,1.0,10,1,5,75,0.0,1,A.Kamara,2.0,0,0
9299,run,NO,2.0,8,1,5,73,0.0,1,A.Kamara,1.0,0,0
9302,run,WAS,1.0,10,1,5,57,1.0,1,C.Samuel,8.0,0,0
9303,run,WAS,2.0,2,1,5,49,1.0,1,A.Gibson,3.0,1,0
9305,run,WAS,2.0,1,1,5,37,1.0,1,A.Gibson,0.0,0,0
9306,run,WAS,3.0,1,1,5,37,1.0,1,J.Patterson,1.0,1,0
9307,run,WAS,1.0,10,1,5,36,1.0,1,A.Gibson,8.0,0,0
9309,run,WAS,1.0,10,1,5,10,1.0,1,,5.0,0,0
9313,run,NO,1.0,10,1,5,55,0.0,1,A.Kamara,5.0,0,0
9316,run,WAS,2.0,24,1,5,58,1.0,1,J.McKissic,1.0,0,0
9318,run,WAS,1.0,10,1,5,18,1.0,1,A.Gibson,-7.0,0,0
9319,run,WAS,2.0,17,1,5,25,1.0,1,,13.0,0,0
9321,run,WAS,1.0,5,2,5,5,1.0,1,A.Gibson,5.0,1,1
9323,run,NO,1.0,10,2,5,64,0.0,1,A.Kamara,3.0,0,0
9325,run,NO,1.0,10,2,5,36,0.0,1,K.Stills,1.0,0,0
9327,run,NO,1.0,10,2,5,23,0.0,1,A.Kamara,23.0,1,1
9330,run,WAS,1.0,20,2,5,55,1.0,1,A.Gibson,3.0,0,0
9334,run,WAS,1.0,10,2,5,19,1.0,1,A.Gibson,3.0,0,0
9340,run,WAS,2.0,3,2,5,40,0.0,1,J.Patterson,1.0,0,0
9341,run,WAS,3.0,2,2,5,39,0.0,1,,4.0,1,0
9346,run,NO,1.0,10,2,5,65,0.0,1,A.Kamara,2.0,0,0
9347,run,NO,2.0,8,2,5,63,0.0,1,,10.0,1,0
9351,run,WAS,1.0,10,2,5,99,0.0,1,A.Gibson,1.0,0,0
9352,run,WAS,2.0,10,2,5,99,0.0,1,A.Gibson,2.0,0,0
9353,run,WAS,3.0,8,2,5,97,0.0,1,A.Gibson,3.0,0,0
9356,run,WAS,2.0,10,3,5,75,0.0,1,A.Gibson,3.0,0,0
9359,run,NO,2.0,10,3,5,65,0.0,1,A.Kamara,5.0,0,0
9363,run,WAS,1.0,10,3,5,86,0.0,1,A.Gibson,2.0,0,0
9370,run,WAS,2.0,6,3,5,71,1.0,1,A.Gibson,5.0,0,0
9371,run,WAS,3.0,1,3,5,66,1.0,1,A.Gibson,6.0,1,0
9373,run,WAS,2.0,4,3,5,54,1.0,1,A.Gibson,16.0,1,0
9375,run,WAS,2.0,1,3,5,29,1.0,1,A.Gibson,1.0,1,0
9376,run,WAS,1.0,10,3,5,28,1.0,1,J.Patterson,9.0,0,0
9377,run,WAS,2.0,1,3,5,19,1.0,1,J.Patterson,2.0,1,0
9378,run,WAS,1.0,10,3,5,17,1.0,1,D.Carter,11.0,1,0
9379,run,WAS,1.0,6,3,5,6,1.0,1,A.Gibson,2.0,0,0
9380,run,WAS,2.0,4,3,5,4,1.0,1,A.Gibson,-2.0,0,0
9382,run,NO,1.0,10,3,5,75,0.0,1,A.Kamara,3.0,0,0
9386,run,NO,3.0,14,4,5,62,0.0,1,,12.0,0,0
9391,run,NO,1.0,10,4,5,15,1.0,1,A.Kamara,3.0,0,0
9395,run,WAS,1.0,10,4,5,45,1.0,1,J.McKissic,-2.0,0,0
9399,run,WAS,1.0,10,4,5,23,1.0,1,,16.0,1,0
9400,run,WAS,1.0,7,4,5,7,1.0,1,,2.0,0,0
9401,run,WAS,1.0,1,4,5,1,1.0,1,A.Gibson,1.0,1,1
9403,run,NO,1.0,10,4,5,75,1.0,1,A.Kamara,3.0,0,0
9405,run,NO,3.0,1,4,5,66,1.0,1,J.Winston,0.0,0,0
9406,run,NO,4.0,1,4,5,66,1.0,1,J.Winston,2.0,1,0
9408,run,NO,1.0,10,4,5,32,1.0,1,A.Kamara,11.0,1,0
9409,run,NO,1.0,10,4,5,21,1.0,1,A.Kamara,2.0,0,0
9416,run,NO,1.0,10,4,5,52,0.0,1,A.Kamara,1.0,0,0
9417,run,NO,2.0,9,4,5,51,0.0,1,A.Kamara,8.0,0,0
9418,run,NO,3.0,1,4,5,43,0.0,1,J.Winston,3.0,1,0
9419,run,NO,1.0,10,4,5,40,0.0,1,A.Kamara,-2.0,0,0
9420,run,NO,2.0,12,4,5,42,0.0,1,A.Kamara,1.0,0,0
9422,run,DAL,2.0,4,1,5,69,0.0,1,E.Elliott,2.0,0,0
9423,run,DAL,3.0,2,1,5,67,0.0,1,E.Elliott,15.0,1,0
