,play_type,posteam,down,ydstogo,qtr,week,yardline_100,drive_inside20,pass_attempt,complete_pass,passer,passing_yards,receiver,receiving_yards,first_down,touchdown
5510,pass,DAL,1.0,10,1,3,34,1.0,1,0,D.Prescott,,D.Schultz,,0,0
5512,pass,DAL,3.0,3,1,3,27,1.0,1,1,D.Prescott,8.0,B.Jarwin,8.0,1,0
5515,pass,DAL,3.0,5,1,3,5,1.0,1,1,D.Prescott,4.0,E.Elliott,4.0,0,0
5517,pass,PHI,1.0,10,1,3,99,0.0,1,0,J.Hurts,,Z.Ertz,,0,0
5518,pass,PHI,2.0,10,1,3,99,0.0,1,1,J.Hurts,5.0,D.Smith,5.0,0,0
5519,pass,PHI,3.0,5,1,3,94,0.0,1,0,J.Hurts,,,,0,0
5523,pass,DAL,2.0,3,1,3,32,1.0,1,1,D.Prescott,12.0,D.Schultz,12.0,1,0
5525,pass,DAL,2.0,9,1,3,19,1.0,1,1,D.Prescott,19.0,D.Schultz,19.0,1,1
5526,pass,PHI,1.0,10,1,3,75,0.0,1,1,J.Hurts,9.0,M.Sanders,9.0,0,0
5528,pass,PHI,3.0,3,1,3,68,0.0,1,0,J.Hurts,,Z.Ertz,,0,0
5530,pass,DAL,2.0,16,2,3,71,1.0,1,1,D.Prescott,9.0,N.Brown,9.0,0,0
5531,pass,DAL,3.0,2,2,3,57,1.0,1,1,D.Prescott,8.0,D.Schultz,8.0,1,0
5536,pass,DAL,3.0,1,2,3,26,1.0,1,1,D.Prescott,6.0,B.Jarwin,6.0,1,0
5538,pass,DAL,2.0,8,2,3,18,1.0,1,1,D.Prescott,9.0,E.Elliott,9.0,1,0
5539,pass,DAL,1.0,19,2,3,19,1.0,1,1,D.Prescott,6.0,A.Cooper,6.0,0,0
5545,pass,PHI,3.0,5,2,3,46,0.0,1,0,J.Hurts,,D.Goedert,,0,0
5547,pass,DAL,2.0,10,2,3,94,0.0,1,0,D.Prescott,,,,0,0
5548,pass,DAL,3.0,10,2,3,94,0.0,1,0,D.Prescott,,C.Wilson,,0,0
5550,pass,PHI,2.0,7,2,3,73,0.0,1,1,J.Hurts,19.0,D.Smith,19.0,1,0
5551,pass,PHI,1.0,10,2,3,54,0.0,1,0,J.Hurts,,,,0,0
5552,pass,PHI,2.0,31,2,3,75,0.0,1,1,J.Hurts,7.0,J.Reagor,7.0,0,0
5553,pass,PHI,3.0,24,2,3,68,0.0,1,1,J.Hurts,19.0,M.Sanders,19.0,0,0
5554,pass,PHI,1.0,10,3,3,75,0.0,1,1,J.Hurts,28.0,D.Goedert,28.0,1,0
5555,pass,PHI,1.0,10,3,3,47,0.0,1,0,J.Hurts,,D.Goedert,,0,0
5556,pass,PHI,2.0,10,3,3,47,0.0,1,0,J.Hurts,,D.Smith,,0,1
5557,pass,PHI,1.0,10,3,3,75,0.0,1,0,J.Hurts,,K.Gainwell,,0,0
5561,pass,DAL,2.0,14,3,3,72,0.0,1,0,D.Prescott,,,,0,0
5563,pass,PHI,1.0,10,3,3,90,1.0,1,0,J.Hurts,,Z.Ertz,,0,0
5565,pass,PHI,3.0,8,3,3,88,1.0,1,1,J.Hurts,41.0,Q.Watkins,41.0,1,0
5567,pass,PHI,2.0,1,3,3,38,1.0,1,1,J.Hurts,27.0,Z.Ertz,27.0,1,0
5568,pass,PHI,1.0,10,3,3,11,1.0,1,1,J.Hurts,0.0,M.Sanders,0.0,0,0
5570,pass,PHI,3.0,2,3,3,3,1.0,1,1,J.Hurts,3.0,Z.Ertz,3.0,1,1
5572,pass,DAL,2.0,8,3,3,73,0.0,1,1,D.Prescott,15.0,C.Wilson,15.0,1,0
5573,pass,DAL,1.0,10,3,3,58,0.0,1,1,D.Prescott,15.0,C.Lamb,15.0,1,0
5575,pass,DAL,2.0,11,3,3,44,0.0,1,0,D.Prescott,,C.Wilson,,0,0
5576,pass,DAL,3.0,11,3,3,44,0.0,1,0,D.Prescott,,,,0,0
5577,pass,PHI,1.0,15,3,3,94,0.0,1,1,J.Hurts,4.0,D.Smith,4.0,0,0
5578,pass,PHI,2.0,11,3,3,90,0.0,1,0,J.Hurts,,M.Sanders,,0,0
5579,pass,PHI,3.0,11,3,3,90,0.0,1,0,J.Hurts,,D.Smith,,0,0
5580,pass,DAL,1.0,10,3,3,61,1.0,1,1,D.Prescott,13.0,A.Cooper,13.0,1,0
5582,pass,DAL,2.0,5,3,3,43,1.0,1,0,D.Prescott,,A.Cooper,,0,0
5583,pass,DAL,3.0,5,3,3,43,1.0,1,1,D.Prescott,11.0,D.Schultz,11.0,1,0
5586,pass,DAL,1.0,10,4,3,20,1.0,1,1,D.Prescott,7.0,C.Lamb,7.0,0,0
5589,pass,DAL,2.0,9,4,3,9,1.0,1,0,D.Prescott,,,,0,0
5591,pass,DAL,4.0,2,4,3,2,1.0,1,1,D.Prescott,2.0,C.Wilson,2.0,1,1
5592,pass,PHI,1.0,10,4,3,75,0.0,1,1,J.Hurts,1.0,K.Gainwell,1.0,0,0
5593,pass,PHI,2.0,9,4,3,74,0.0,1,1,J.Hurts,5.0,J.Reagor,5.0,0,0
5594,pass,PHI,3.0,4,4,3,69,0.0,1,1,J.Hurts,12.0,J.Reagor,12.0,1,0
5595,pass,PHI,1.0,15,4,3,62,0.0,1,0,J.Hurts,,J.Reagor,,0,0
5596,pass,PHI,2.0,15,4,3,62,0.0,1,0,J.Hurts,,D.Smith,,0,0
5597,pass,PHI,3.0,15,4,3,62,0.0,1,1,J.Hurts,5.0,J.Reagor,5.0,0,0
5598,pass,PHI,4.0,10,4,3,57,0.0,1,0,J.Hurts,,,,0,0
5600,pass,DAL,2.0,6,4,3,27,0.0,1,1,D.Prescott,5.0,T.Pollard,5.0,0,0
5601,pass,DAL,3.0,1,4,3,22,0.0,1,1,D.Prescott,22.0,D.Schultz,22.0,1,1
5603,pass,PHI,2.0,8,4,3,73,1.0,1,1,J.Hurts,7.0,Z.Ertz,7.0,0,0
5604,pass,PHI,3.0,1,4,3,66,1.0,1,1,J.Hurts,24.0,J.Reagor,24.0,1,0
5605,pass,PHI,1.0,30,4,3,62,1.0,1,1,J.Hurts,19.0,K.Gainwell,19.0,0,0
5606,pass,PHI,2.0,11,4,3,43,1.0,1,1,J.Hurts,16.0,Z.Ertz,16.0,1,0
5607,pass,PHI,1.0,10,4,3,27,1.0,1,1,J.Hurts,12.0,K.Gainwell,12.0,1,0
5608,pass,PHI,1.0,10,4,3,15,1.0,1,1,J.Hurts,15.0,G.Ward,15.0,1,1
5612,pass,PHI,1.0,10,4,3,65,0.0,1,1,J.Hurts,-4.0,B.Scott,-4.0,0,0
5613,pass,PHI,2.0,14,4,3,69,0.0,1,0,J.Hurts,,J.Reagor,,0,0
5614,pass,PHI,3.0,14,4,3,69,0.0,1,1,J.Hurts,9.0,B.Scott,9.0,0,0
5616,pass,SEA,1.0,10,1,3,75,1.0,1,1,R.Wilson,17.0,D.Metcalf,17.0,1,0
5620,pass,SEA,1.0,10,1,3,45,1.0,1,1,R.Wilson,5.0,C.Carson,5.0,0,0
5622,pass,SEA,3.0,3,1,3,38,1.0,1,1,R.Wilson,28.0,D.Metcalf,28.0,1,0
5623,pass,SEA,1.0,10,1,3,10,1.0,1,0,R.Wilson,,,,0,0
5624,pass,SEA,2.0,10,1,3,10,1.0,1,1,R.Wilson,10.0,D.Metcalf,10.0,1,1
5626,pass,MIN,2.0,3,1,3,63,1.0,1,1,K.Cousins,20.0,A.Mattison,20.0,1,0
5627,pass,MIN,1.0,10,1,3,43,1.0,1,1,K.Cousins,17.0,T.Conklin,17.0,1,0
5628,pass,MIN,1.0,10,1,3,26,1.0,1,1,K.Cousins,8.0,J.Jefferson,8.0,0,0
5629,pass,MIN,2.0,2,1,3,18,1.0,1,1,K.Cousins,10.0,J.Jefferson,10.0,1,0
5631,pass,MIN,2.0,7,1,3,7,1.0,1,1,K.Cousins,7.0,T.Conklin,7.0,1,1
5634,pass,SEA,3.0,7,1,3,72,0.0,1,1,R.Wilson,10.0,F.Swain,10.0,1,0
5635,pass,SEA,1.0,10,1,3,62,0.0,1,1,R.Wilson,12.0,D.Metcalf,12.0,1,0
5639,pass,SEA,2.0,9,1,3,33,0.0,1,1,R.Wilson,3.0,T.Lockett,3.0,0,0
5640,pass,SEA,2.0,16,1,3,40,0.0,1,1,R.Wilson,5.0,G.Everett,5.0,0,0
5641,pass,SEA,3.0,11,1,3,35,0.0,1,0,R.Wilson,,,,0,0
5643,pass,MIN,2.0,7,2,3,73,0.0,1,0,K.Cousins,,T.Conklin,,0,0
5644,pass,MIN,3.0,7,2,3,73,0.0,1,0,K.Cousins,,A.Thielen,,0,0
5646,pass,SEA,1.0,10,2,3,65,0.0,1,1,R.Wilson,21.0,D.Metcalf,21.0,1,0
5651,pass,MIN,1.0,10,2,3,85,1.0,1,1,K.Cousins,6.0,A.Mattison,6.0,0,0
5653,pass,MIN,1.0,10,2,3,73,1.0,1,1,K.Cousins,23.0,A.Mattison,23.0,1,0
5656,pass,MIN,1.0,10,2,3,38,1.0,1,1,K.Cousins,26.0,J.Jefferson,26.0,1,0
5657,pass,MIN,1.0,10,2,3,12,1.0,1,1,K.Cousins,7.0,T.Conklin,7.0,0,0
5658,pass,MIN,2.0,13,2,3,15,1.0,1,0,K.Cousins,,A.Mattison,,0,0
5659,pass,MIN,3.0,13,2,3,15,1.0,1,1,K.Cousins,15.0,A.Thielen,15.0,1,1
5660,pass,SEA,1.0,10,2,3,79,0.0,1,1,R.Wilson,7.0,P.Hart,7.0,0,0
5661,pass,SEA,2.0,3,2,3,72,0.0,1,1,R.Wilson,39.0,W.Dissly,39.0,1,0
5662,pass,SEA,1.0,10,2,3,33,0.0,1,0,R.Wilson,,D.Metcalf,,0,0
5663,pass,SEA,2.0,10,2,3,33,0.0,1,1,R.Wilson,7.0,T.Lockett,7.0,0,0
5664,pass,SEA,3.0,3,2,3,26,0.0,1,0,R.Wilson,,,,0,0
5666,pass,MIN,2.0,8,2,3,64,1.0,1,1,K.Cousins,7.0,A.Mattison,7.0,0,0
5669,pass,MIN,1.0,10,2,3,43,1.0,1,1,K.Cousins,4.0,A.Mattison,4.0,0,0
5671,pass,MIN,3.0,4,2,3,37,1.0,1,1,K.Cousins,7.0,A.Thielen,7.0,1,0
5672,pass,MIN,1.0,10,2,3,30,1.0,1,0,K.Cousins,,J.Jefferson,,0,0
5674,pass,MIN,3.0,8,2,3,28,1.0,1,1,K.Cousins,9.0,J.Jefferson,9.0,1,0
5675,pass,MIN,1.0,10,2,3,19,1.0,1,1,K.Cousins,16.0,T.Conklin,16.0,1,0
5676,pass,MIN,1.0,3,2,3,3,1.0,1,1,K.Cousins,3.0,J.Jefferson,3.0,1,1
5677,pass,SEA,1.0,10,2,3,75,0.0,1,1,R.Wilson,12.0,T.Homer,12.0,1,0
5678,pass,SEA,1.0,10,2,3,63,0.0,1,1,R.Wilson,11.0,G.Everett,11.0,1,0
5679,pass,SEA,1.0,10,2,3,52,0.0,1,1,R.Wilson,31.0,T.Homer,31.0,1,0
5682,pass,MIN,1.0,10,3,3,63,1.0,1,1,K.Cousins,-4.0,A.Thielen,-4.0,0,0
5683,pass,MIN,2.0,14,3,3,67,1.0,1,1,K.Cousins,15.0,J.Jefferson,15.0,1,0
5685,pass,MIN,2.0,6,3,3,48,1.0,1,1,K.Cousins,5.0,T.Conklin,5.0,0,0
5687,pass,MIN,1.0,10,3,3,40,1.0,1,0,K.Cousins,,A.Thielen,,0,0
5689,pass,MIN,3.0,4,3,3,34,1.0,1,1,K.Cousins,8.0,J.Jefferson,8.0,1,0
5691,pass,MIN,2.0,7,3,3,23,1.0,1,1,K.Cousins,9.0,A.Thielen,9.0,1,0
5693,pass,MIN,2.0,11,3,3,15,1.0,1,0,K.Cousins,,J.Jefferson,,0,0
5694,pass,MIN,3.0,11,3,3,15,1.0,1,0,K.Cousins,,,,0,0
5697,pass,SEA,1.0,10,3,3,64,0.0,1,0,R.Wilson,,,,0,0
5698,pass,SEA,2.0,10,3,3,64,0.0,1,0,R.Wilson,,,,0,0
5699,pass,SEA,3.0,19,3,3,73,0.0,1,1,R.Wilson,5.0,T.Homer,5.0,0,0
5700,pass,MIN,1.0,10,3,3,85,1.0,1,1,K.Cousins,-1.0,A.Mattison,-1.0,0,0
5701,pass,MIN,2.0,11,3,3,86,1.0,1,1,K.Cousins,21.0,A.Thielen,21.0,1,0
5703,pass,MIN,2.0,5,3,3,60,1.0,1,0,K.Cousins,,A.Thielen,,0,0
5704,pass,MIN,3.0,5,3,3,60,1.0,1,1,K.Cousins,11.0,K.Osborn,11.0,1,0
5706,pass,MIN,2.0,10,3,3,49,1.0,1,1,K.Cousins,28.0,J.Jefferson,28.0,1,0
5707,pass,MIN,1.0,10,4,3,21,1.0,1,1,K.Cousins,4.0,T.Conklin,4.0,0,0
5709,pass,MIN,3.0,4,4,3,15,1.0,1,0,K.Cousins,,A.Mattison,,0,0
5711,pass,SEA,2.0,9,4,3,74,0.0,1,1,R.Wilson,14.0,G.Everett,14.0,1,0
5712,pass,SEA,1.0,10,4,3,60,0.0,1,1,R.Wilson,6.0,T.Lockett,6.0,0,0
5713,pass,SEA,2.0,4,4,3,54,0.0,1,1,R.Wilson,-3.0,C.Carson,-3.0,0,0
5714,pass,SEA,3.0,7,4,3,57,0.0,1,0,R.Wilson,,F.Swain,,0,0
5717,pass,MIN,2.0,1,4,3,56,1.0,1,1,K.Cousins,14.0,T.Conklin,14.0,1,0
5720,pass,MIN,3.0,5,4,3,37,1.0,1,1,K.Cousins,15.0,K.Osborn,15.0,1,0
5725,pass,MIN,3.0,3,4,3,3,1.0,1,1,K.Cousins,2.0,A.Thielen,2.0,0,0
5726,pass,SEA,1.0,10,4,3,75,0.0,1,1,R.Wilson,19.0,D.Metcalf,19.0,1,0
5727,pass,SEA,1.0,10,4,3,41,0.0,1,0,R.Wilson,,,,0,0
5729,pass,SEA,3.0,12,4,3,43,0.0,1,0,R.Wilson,,D.Metcalf,,0,0
5730,pass,SEA,4.0,12,4,3,43,0.0,1,0,R.Wilson,,P.Hart,,0,0
5733,pass,MIN,3.0,8,4,3,55,0.0,1,1,K.Cousins,11.0,J.Jefferson,11.0,1,0
5737,pass,SEA,1.0,10,4,3,99,0.0,1,1,R.Wilson,7.0,G.Everett,7.0,0,0
5738,pass,SEA,2.0,3,4,3,92,0.0,1,1,R.Wilson,17.0,G.Everett,17.0,1,0
5739,pass,SEA,1.0,10,4,3,75,0.0,1,0,R.Wilson,,D.Metcalf,,0,0
5740,pass,SEA,2.0,10,4,3,75,0.0,1,1,R.Wilson,15.0,T.Lockett,15.0,1,0
5742,pass,TB,2.0,9,1,3,74,0.0,1,1,T.Brady,8.0,C.Brate,8.0,0,0
5743,pass,TB,3.0,6,1,3,71,0.0,1,0,T.Brady,,T.Johnson,,0,0
5744,pass,LA,1.0,10,1,3,58,0.0,1,0,M.Stafford,,C.Kupp,,0,0
5746,pass,LA,3.0,4,1,3,52,0.0,1,0,M.Stafford,,V.Jefferson,,0,0
5748,pass,TB,2.0,7,1,3,86,0.0,1,1,T.Brady,5.0,C.Brate,5.0,0,0
5749,pass,TB,3.0,2,1,3,81,0.0,1,1,T.Brady,1.0,G.Bernard,1.0,0,0
5751,pass,LA,2.0,6,1,3,69,0.0,1,1,M.Stafford,7.0,R.Woods,7.0,1,0
5752,pass,LA,1.0,10,1,3,62,0.0,1,0,M.Stafford,,C.Kupp,,0,0
5753,pass,LA,2.0,10,1,3,62,0.0,1,0,M.Stafford,,R.Woods,,0,0
5754,pass,LA,3.0,10,1,3,62,0.0,1,0,M.Stafford,,D.Jackson,,0,0
5755,pass,TB,1.0,10,1,3,85,0.0,1,1,T.Brady,15.0,L.Fournette,15.0,1,0
5756,pass,TB,1.0,10,1,3,70,0.0,1,0,T.Brady,,C.Godwin,,0,0
5757,pass,TB,2.0,10,1,3,70,0.0,1,1,T.Brady,17.0,C.Godwin,17.0,1,0
5758,pass,TB,1.0,10,1,3,53,0.0,1,1,T.Brady,4.0,L.Fournette,4.0,0,0
5760,pass,TB,3.0,5,1,3,48,0.0,1,0,T.Brady,,R.Gronkowski,,0,0
5762,pass,LA,2.0,10,1,3,95,1.0,1,1,M.Stafford,6.0,S.Michel,6.0,0,0
5763,pass,LA,3.0,4,1,3,89,1.0,1,1,M.Stafford,12.0,T.Higbee,12.0,1,0
5764,pass,LA,1.0,10,1,3,77,1.0,1,1,M.Stafford,22.0,C.Kupp,22.0,1,0
5765,pass,LA,1.0,10,1,3,55,1.0,1,1,M.Stafford,11.0,V.Jefferson,11.0,1,0
5766,pass,LA,1.0,10,1,3,44,1.0,1,1,M.Stafford,5.0,T.Higbee,5.0,0,0
5771,pass,LA,3.0,3,2,3,19,1.0,1,1,M.Stafford,6.0,R.Woods,6.0,1,0
5772,pass,LA,1.0,10,2,3,13,1.0,1,1,M.Stafford,6.0,T.Higbee,6.0,0,0
5774,pass,LA,3.0,3,2,3,6,1.0,1,1,M.Stafford,6.0,T.Higbee,6.0,1,1
5775,pass,TB,1.0,10,2,3,76,1.0,1,1,T.Brady,3.0,S.Miller,3.0,0,0
5776,pass,TB,2.0,7,2,3,73,1.0,1,0,T.Brady,,M.Evans,,0,0
5777,pass,TB,3.0,7,2,3,73,1.0,1,1,T.Brady,7.0,G.Bernard,7.0,1,0
5780,pass,TB,3.0,6,2,3,62,1.0,1,1,T.Brady,7.0,C.Godwin,7.0,1,0
5781,pass,TB,1.0,15,2,3,60,1.0,1,1,T.Brady,0.0,J.Darden,0.0,0,0
5782,pass,TB,2.0,15,2,3,60,1.0,1,1,T.Brady,17.0,M.Evans,17.0,1,0
5784,pass,TB,2.0,6,2,3,39,1.0,1,1,T.Brady,5.0,C.Godwin,5.0,0,0
5786,pass,TB,1.0,10,2,3,31,1.0,1,1,T.Brady,26.0,R.Gronkowski,26.0,1,0
5788,pass,TB,2.0,5,2,3,5,1.0,1,1,T.Brady,3.0,G.Bernard,3.0,0,0
5790,pass,LA,1.0,10,2,3,75,1.0,1,1,M.Stafford,9.0,C.Kupp,9.0,0,0
5792,pass,LA,1.0,10,2,3,62,1.0,1,1,M.Stafford,2.0,S.Michel,2.0,0,0
5794,pass,LA,3.0,4,2,3,56,1.0,1,1,M.Stafford,11.0,T.Higbee,11.0,1,0
5795,pass,LA,1.0,10,2,3,45,1.0,1,0,M.Stafford,,D.Jackson,,0,0
5796,pass,LA,2.0,10,2,3,45,1.0,1,1,M.Stafford,21.0,V.Jefferson,21.0,1,0
5797,pass,LA,1.0,10,2,3,24,1.0,1,0,M.Stafford,,C.Kupp,,0,0
5798,pass,LA,2.0,10,2,3,24,1.0,1,1,M.Stafford,22.0,C.Kupp,22.0,1,0
5799,pass,LA,1.0,2,2,3,2,1.0,1,1,M.Stafford,2.0,C.Kupp,2.0,1,1
5800,pass,TB,1.0,20,2,3,85,0.0,1,0,T.Brady,,M.Evans,,0,0
5801,pass,TB,2.0,20,2,3,85,0.0,1,1,T.Brady,32.0,G.Bernard,32.0,1,0
5802,pass,TB,1.0,10,2,3,53,0.0,1,1,T.Brady,14.0,M.Evans,14.0,1,0
5803,pass,TB,1.0,10,2,3,39,0.0,1,0,T.Brady,,,,0,0
5804,pass,TB,2.0,16,2,3,45,0.0,1,1,T.Brady,8.0,S.Miller,8.0,0,0
5806,pass,LA,2.0,10,3,3,75,0.0,1,0,M.Stafford,,R.Woods,,0,0
5807,pass,LA,3.0,10,3,3,75,0.0,1,1,M.Stafford,75.0,D.Jackson,75.0,1,1
5808,pass,TB,1.0,15,3,3,80,1.0,1,1,T.Brady,20.0,M.Evans,20.0,1,0
5810,pass,TB,2.0,7,3,3,57,1.0,1,1,T.Brady,15.0,R.Gronkowski,15.0,1,0
5811,pass,TB,1.0,10,3,3,42,1.0,1,0,T.Brady,,,,0,0
5812,pass,TB,2.0,10,3,3,42,1.0,1,1,T.Brady,11.0,M.Evans,11.0,1,0
5813,pass,TB,1.0,10,3,3,31,1.0,1,1,T.Brady,6.0,R.Gronkowski,6.0,0,0
5814,pass,TB,2.0,4,3,3,25,1.0,1,1,T.Brady,7.0,L.Fournette,7.0,1,0
5815,pass,TB,1.0,10,3,3,18,1.0,1,1,T.Brady,17.0,C.Brate,17.0,1,0
5817,pass,LA,1.0,10,3,3,75,1.0,1,1,M.Stafford,0.0,V.Jefferson,0.0,0,0
5818,pass,LA,2.0,10,3,3,75,1.0,1,0,M.Stafford,,S.Michel,,0,0
5819,pass,LA,3.0,10,3,3,75,1.0,1,1,M.Stafford,20.0,R.Woods,20.0,1,0
5820,pass,LA,1.0,10,3,3,55,1.0,1,0,M.Stafford,,R.Woods,,0,0
5821,pass,LA,2.0,10,3,3,55,1.0,1,1,M.Stafford,5.0,D.Jackson,5.0,0,0
5822,pass,LA,3.0,5,3,3,50,1.0,1,1,M.Stafford,40.0,D.Jackson,40.0,1,0
5823,pass,LA,1.0,10,3,3,10,1.0,1,1,M.Stafford,10.0,C.Kupp,10.0,1,1
5824,pass,TB,1.0,10,3,3,75,0.0,1,1,T.Brady,11.0,O.Howard,11.0,1,0
5826,pass,TB,2.0,6,3,3,60,0.0,1,0,T.Brady,,,,0,0
5827,pass,TB,3.0,20,3,3,74,0.0,1,1,T.Brady,-4.0,G.Bernard,-4.0,0,0
5829,pass,LA,2.0,8,3,3,35,0.0,1,0,M.Stafford,,V.Jefferson,,0,0
5830,pass,LA,3.0,8,3,3,35,0.0,1,1,M.Stafford,5.0,C.Kupp,5.0,0,0
5831,pass,TB,1.0,10,3,3,75,1.0,1,1,T.Brady,23.0,T.Johnson,23.0,1,0
5832,pass,TB,1.0,10,3,3,52,1.0,1,0,T.Brady,,T.Johnson,,0,0
5833,pass,TB,2.0,10,3,3,52,1.0,1,1,T.Brady,13.0,M.Evans,13.0,1,0
5834,pass,TB,1.0,10,3,3,39,1.0,1,1,T.Brady,31.0,T.Johnson,31.0,1,0
5835,pass,TB,1.0,8,3,3,8,1.0,1,0,T.Brady,,T.Johnson,,0,0
5836,pass,TB,2.0,8,3,3,8,1.0,1,0,T.Brady,,R.Gronkowski,,0,0
5837,pass,TB,3.0,8,3,3,8,1.0,1,0,T.Brady,,R.Gronkowski,,0,0
5840,pass,LA,2.0,8,4,3,62,1.0,1,1,M.Stafford,17.0,C.Kupp,17.0,1,0
5841,pass,LA,1.0,10,4,3,45,1.0,1,1,M.Stafford,6.0,C.Kupp,6.0,0,0
5844,pass,LA,1.0,10,4,3,35,1.0,1,1,M.Stafford,4.0,S.Michel,4.0,0,0
5846,pass,LA,3.0,2,4,3,27,1.0,1,1,M.Stafford,10.0,V.Jefferson,10.0,1,0
5849,pass,LA,3.0,4,4,3,11,1.0,1,1,M.Stafford,3.0,C.Kupp,3.0,0,0
5850,pass,TB,1.0,10,4,3,77,0.0,1,1,T.Brady,17.0,M.Evans,17.0,1,0
5851,pass,TB,1.0,10,4,3,60,0.0,1,0,T.Brady,,R.Gronkowski,,0,0
5852,pass,TB,2.0,10,4,3,60,0.0,1,0,T.Brady,,S.Miller,,0,0
5853,pass,TB,3.0,10,4,3,60,0.0,1,1,T.Brady,8.0,R.Gronkowski,8.0,0,0
5854,pass,TB,4.0,2,4,3,52,0.0,1,0,T.Brady,,G.Bernard,,0,0
5856,pass,LA,1.0,10,4,3,33,0.0,1,0,M.Stafford,,,,0,0
5859,pass,TB,1.0,10,4,3,88,1.0,1,1,T.Brady,-2.0,G.Bernard,-2.0,0,0
5860,pass,TB,2.0,12,4,3,90,1.0,1,1,T.Brady,11.0,C.Godwin,11.0,0,0
5861,pass,TB,3.0,1,4,3,79,1.0,1,1,T.Brady,8.0,G.Bernard,8.0,1,0
5862,pass,TB,1.0,10,4,3,71,1.0,1,1,T.Brady,5.0,M.Evans,5.0,0,0
5863,pass,TB,2.0,5,4,3,66,1.0,1,1,T.Brady,5.0,C.Brate,5.0,1,0
5864,pass,TB,1.0,10,4,3,61,1.0,1,1,T.Brady,21.0,C.Godwin,21.0,1,0
5865,pass,TB,1.0,10,4,3,40,1.0,1,0,T.Brady,,C.Brate,,0,0
5866,pass,TB,2.0,10,4,3,40,1.0,1,1,T.Brady,-1.0,G.Bernard,-1.0,0,0
5868,pass,TB,4.0,2,4,3,32,1.0,1,1,T.Brady,13.0,C.Godwin,13.0,1,0
5869,pass,TB,1.0,10,4,3,19,1.0,1,0,T.Brady,,,,0,0
5870,pass,TB,2.0,16,4,3,25,1.0,1,1,T.Brady,9.0,T.Johnson,9.0,0,0
5871,pass,TB,3.0,7,4,3,16,1.0,1,1,T.Brady,9.0,M.Evans,9.0,1,0
5872,pass,TB,1.0,7,4,3,7,1.0,1,1,T.Brady,7.0,G.Bernard,7.0,1,1
5874,pass,BUF,2.0,10,1,3,75,0.0,1,0,J.Allen,,D.Singletary,,0,0
5875,pass,BUF,3.0,15,1,3,80,0.0,1,1,J.Allen,23.0,G.Davis,23.0,1,0
5877,pass,BUF,2.0,6,1,3,53,0.0,1,1,J.Allen,11.0,E.Sanders,11.0,1,0
5878,pass,BUF,1.0,10,1,3,42,0.0,1,1,J.Allen,13.0,S.Diggs,13.0,1,0
5879,pass,BUF,1.0,10,1,3,29,0.0,1,1,J.Allen,1.0,T.Sweeney,1.0,0,0
5880,pass,BUF,2.0,9,1,3,28,0.0,1,1,J.Allen,28.0,E.Sanders,28.0,1,1
5882,pass,WAS,2.0,2,1,3,71,0.0,1,1,T.Heinicke,0.0,T.McLaurin,0.0,0,0
5883,pass,WAS,3.0,12,1,3,81,0.0,1,1,T.Heinicke,11.0,L.Thomas,11.0,0,0
5884,pass,BUF,1.0,10,1,3,76,0.0,1,1,J.Allen,3.0,S.Diggs,3.0,0,0
5887,pass,BUF,1.0,10,1,3,59,0.0,1,0,J.Allen,,S.Diggs,,0,0
5888,pass,BUF,2.0,10,1,3,59,0.0,1,1,J.Allen,7.0,Z.Moss,7.0,0,0
5889,pass,BUF,3.0,3,1,3,52,0.0,1,1,J.Allen,9.0,E.Sanders,9.0,1,0
5890,pass,BUF,1.0,10,1,3,43,0.0,1,0,J.Allen,,S.Diggs,,0,0
5891,pass,BUF,2.0,10,1,3,43,0.0,1,1,J.Allen,7.0,C.Beasley,7.0,0,0
5893,pass,BUF,4.0,2,1,3,35,0.0,1,1,J.Allen,0.0,D.Singletary,0.0,0,0
5894,pass,WAS,1.0,10,1,3,65,0.0,1,0,T.Heinicke,,D.Brown,,0,0
5896,pass,WAS,3.0,8,1,3,63,0.0,1,1,T.Heinicke,15.0,L.Thomas,15.0,0,0
5899,pass,BUF,1.0,10,1,3,42,1.0,1,1,J.Allen,17.0,Z.Moss,17.0,1,0
5902,pass,BUF,1.0,10,2,3,13,1.0,1,1,J.Allen,4.0,C.Beasley,4.0,0,0
5904,pass,BUF,3.0,4,2,3,7,1.0,1,1,J.Allen,7.0,Z.Moss,7.0,1,1
5905,pass,WAS,1.0,10,2,3,75,0.0,1,1,T.Heinicke,10.0,T.McLaurin,10.0,1,0
5907,pass,WAS,2.0,6,2,3,61,0.0,1,0,T.Heinicke,,T.McLaurin,,0,0
5909,pass,BUF,2.0,7,2,3,14,1.0,1,0,J.Allen,,C.Beasley,,0,0
5910,pass,BUF,3.0,7,2,3,14,1.0,1,1,J.Allen,14.0,D.Knox,14.0,1,1
5912,pass,WAS,2.0,8,2,3,73,0.0,1,1,T.Heinicke,73.0,A.Gibson,73.0,1,1
5915,pass,WAS,3.0,4,2,3,18,1.0,1,1,T.Heinicke,14.0,L.Thomas,14.0,1,0
5916,pass,WAS,1.0,4,2,3,4,1.0,1,0,T.Heinicke,,A.Gibson,,0,0
5918,pass,BUF,1.0,10,2,3,75,0.0,1,1,J.Allen,18.0,C.Beasley,18.0,1,0
