,play_type,posteam,down,ydstogo,qtr,week,yardline_100,drive_inside20,pass_attempt,complete_pass,passer,passing_yards,receiver,receiving_yards,first_down,touchdown
5920,pass,BUF,2.0,6,2,3,53,0.0,1,1,J.Allen,2.0,C.Beasley,2.0,0,0
5921,pass,BUF,3.0,4,2,3,51,0.0,1,0,J.Allen,,D.Knox,,0,0
5924,pass,WAS,3.0,10,2,3,86,0.0,1,1,T.Heinicke,7.0,A.Humphries,7.0,0,0
5925,pass,BUF,1.0,10,2,3,58,1.0,1,1,J.Allen,41.0,E.Sanders,41.0,1,0
5926,pass,BUF,1.0,10,2,3,17,1.0,1,1,J.Allen,7.0,C.Beasley,7.0,0,0
5930,pass,BUF,3.0,3,2,3,3,1.0,1,0,J.Allen,,,,0,0
5932,pass,WAS,1.0,10,2,3,59,0.0,1,1,T.Heinicke,4.0,J.McKissic,4.0,0,0
5933,pass,WAS,2.0,6,2,3,55,0.0,1,0,T.Heinicke,,A.Humphries,,0,0
5934,pass,WAS,3.0,6,2,3,55,0.0,1,0,T.Heinicke,,A.Humphries,,0,0
5935,pass,BUF,1.0,10,2,3,80,0.0,1,1,J.Allen,13.0,S.Diggs,13.0,1,0
5936,pass,BUF,1.0,10,2,3,67,0.0,1,1,J.Allen,22.0,C.Beasley,22.0,1,0
5937,pass,BUF,1.0,10,2,3,45,0.0,1,1,J.Allen,11.0,S.Diggs,11.0,1,0
5938,pass,BUF,1.0,10,2,3,34,0.0,1,1,J.Allen,5.0,D.Knox,5.0,0,0
5939,pass,WAS,1.0,10,3,3,60,0.0,1,1,T.Heinicke,15.0,T.McLaurin,15.0,1,0
5942,pass,WAS,3.0,10,3,3,45,0.0,1,0,T.Heinicke,,T.McLaurin,,0,0
5944,pass,BUF,2.0,10,3,3,93,1.0,1,1,J.Allen,11.0,C.Beasley,11.0,1,0
5945,pass,BUF,1.0,10,3,3,82,1.0,1,1,J.Allen,9.0,S.Diggs,9.0,0,0
5947,pass,BUF,1.0,10,3,3,70,1.0,1,1,J.Allen,5.0,C.Beasley,5.0,0,0
5949,pass,BUF,3.0,5,3,3,65,1.0,1,1,J.Allen,6.0,C.Beasley,6.0,1,0
5950,pass,BUF,1.0,10,3,3,59,1.0,1,1,J.Allen,13.0,S.Diggs,13.0,1,0
5952,pass,BUF,2.0,3,3,3,39,1.0,1,0,J.Allen,,S.Diggs,,0,0
5953,pass,BUF,3.0,3,3,3,39,1.0,1,1,J.Allen,10.0,C.Beasley,10.0,1,0
5954,pass,BUF,1.0,10,3,3,29,1.0,1,1,J.Allen,11.0,D.Knox,11.0,1,0
5956,pass,BUF,2.0,9,3,3,17,1.0,1,1,J.Allen,6.0,C.Beasley,6.0,0,0
5959,pass,BUF,2.0,5,3,3,5,1.0,1,1,J.Allen,5.0,E.Sanders,5.0,1,1
5960,pass,BUF,,0,3,3,2,1.0,1,0,J.Allen,,E.Sanders,,0,0
5963,pass,WAS,3.0,12,3,3,91,0.0,1,0,T.Heinicke,,A.Humphries,,0,0
5964,pass,BUF,1.0,10,3,3,17,1.0,1,0,J.Allen,,R.Gilliam,,0,0
5966,pass,BUF,3.0,4,3,3,11,1.0,1,0,J.Allen,,C.Beasley,,0,0
5968,pass,WAS,2.0,7,3,3,72,0.0,1,0,T.Heinicke,,,,0,0
5969,pass,WAS,3.0,7,3,3,72,0.0,1,0,T.Heinicke,,D.Brown,,0,0
5970,pass,BUF,1.0,10,3,3,71,0.0,1,0,J.Allen,,E.Sanders,,0,0
5972,pass,BUF,3.0,1,4,3,62,0.0,1,0,J.Allen,,S.Diggs,,0,0
5974,pass,WAS,2.0,9,4,3,97,0.0,1,0,T.Heinicke,,C.Sims,,0,0
5975,pass,WAS,3.0,9,4,3,97,0.0,1,1,T.Heinicke,11.0,J.McKissic,11.0,1,0
5977,pass,WAS,2.0,3,4,3,79,0.0,1,1,T.Heinicke,-2.0,T.Heinicke,-2.0,0,0
5980,pass,BUF,1.0,10,4,3,22,1.0,1,1,J.Allen,19.0,D.Knox,19.0,1,0
5986,pass,WAS,2.0,13,4,3,65,1.0,1,1,T.Heinicke,15.0,C.Sims,15.0,1,0
5988,pass,WAS,1.0,10,4,3,44,1.0,1,1,T.Heinicke,37.0,T.McLaurin,37.0,1,0
5989,pass,WAS,1.0,7,4,3,7,1.0,1,0,T.Heinicke,,T.McLaurin,,0,0
5992,pass,WAS,4.0,2,4,3,2,1.0,1,1,T.Heinicke,2.0,L.Thomas,2.0,1,1
5996,pass,BUF,2.0,11,4,3,61,0.0,1,1,M.Trubisky,1.0,T.Sweeney,1.0,0,0
5999,pass,LA,2.0,4,1,4,69,0.0,1,1,M.Stafford,20.0,V.Jefferson,20.0,1,0
6001,pass,LA,2.0,12,1,4,51,0.0,1,1,M.Stafford,5.0,C.Kupp,5.0,0,0
6002,pass,LA,3.0,7,1,4,46,0.0,1,1,M.Stafford,18.0,R.Woods,18.0,1,0
6003,pass,LA,1.0,10,1,4,28,0.0,1,1,M.Stafford,5.0,T.Higbee,5.0,0,0
6004,pass,LA,2.0,5,1,4,23,0.0,1,0,M.Stafford,,C.Kupp,,0,0
6005,pass,LA,3.0,5,1,4,23,0.0,1,0,M.Stafford,,T.Higbee,,0,0
6006,pass,ARI,1.0,10,1,4,75,0.0,1,0,K.Murray,,A.Green,,0,0
6007,pass,ARI,2.0,10,1,4,75,0.0,1,1,K.Murray,5.0,C.Kirk,5.0,0,0
6008,pass,ARI,3.0,5,1,4,70,0.0,1,0,K.Murray,,,,0,0
6010,pass,LA,2.0,3,1,4,56,0.0,1,0,M.Stafford,,D.Jackson,,0,0
6012,pass,ARI,1.0,10,1,4,68,0.0,1,1,K.Murray,8.0,M.Williams,8.0,0,0
6013,pass,ARI,2.0,12,1,4,70,0.0,1,1,K.Murray,25.0,D.Hopkins,25.0,1,0
6014,pass,ARI,1.0,10,1,4,45,0.0,1,1,K.Murray,5.0,R.Moore,5.0,0,0
6016,pass,ARI,3.0,6,1,4,41,0.0,1,1,K.Murray,41.0,A.Green,41.0,1,1
6018,pass,LA,1.0,10,1,4,60,1.0,1,1,M.Stafford,2.0,D.Henderson,2.0,0,0
6019,pass,LA,2.0,8,1,4,58,1.0,1,1,M.Stafford,7.0,T.Higbee,7.0,0,0
6025,pass,LA,1.0,10,1,4,14,1.0,1,1,M.Stafford,14.0,V.Jefferson,14.0,1,1
6026,pass,ARI,1.0,10,1,4,75,1.0,1,1,K.Murray,6.0,A.Green,6.0,0,0
6029,pass,ARI,1.0,10,2,4,59,1.0,1,1,K.Murray,14.0,D.Hopkins,14.0,1,0
6031,pass,ARI,2.0,12,2,4,47,1.0,1,1,K.Murray,10.0,D.Hopkins,10.0,0,0
6032,pass,ARI,3.0,2,2,4,37,1.0,1,1,K.Murray,7.0,C.Edmonds,7.0,1,0
6033,pass,ARI,1.0,10,2,4,30,1.0,1,1,K.Murray,9.0,C.Edmonds,9.0,0,0
6035,pass,ARI,1.0,10,2,4,11,1.0,1,1,K.Murray,-3.0,C.Edmonds,-3.0,0,0
6036,pass,ARI,2.0,13,2,4,14,1.0,1,1,K.Murray,14.0,M.Williams,14.0,1,1
6039,pass,ARI,2.0,16,2,4,27,1.0,1,0,K.Murray,,C.Edmonds,,0,0
6043,pass,LA,1.0,10,2,4,75,0.0,1,0,M.Stafford,,C.Kupp,,0,0
6044,pass,LA,2.0,10,2,4,75,0.0,1,0,M.Stafford,,R.Woods,,0,0
6045,pass,LA,3.0,10,2,4,75,0.0,1,1,M.Stafford,14.0,V.Jefferson,14.0,1,0
6046,pass,LA,1.0,10,2,4,56,0.0,1,0,M.Stafford,,D.Henderson,,0,0
6047,pass,LA,2.0,10,2,4,56,0.0,1,1,M.Stafford,7.0,D.Henderson,7.0,0,0
6048,pass,LA,3.0,3,2,4,49,0.0,1,0,M.Stafford,,C.Kupp,,0,0
6050,pass,ARI,2.0,7,2,4,85,0.0,1,0,K.Murray,,,,0,0
6051,pass,ARI,3.0,7,2,4,85,0.0,1,0,K.Murray,,D.Hopkins,,0,0
6054,pass,LA,2.0,16,2,4,58,1.0,1,0,M.Stafford,,D.Jackson,,0,0
6055,pass,LA,3.0,16,2,4,58,1.0,1,1,M.Stafford,35.0,C.Kupp,35.0,1,0
6056,pass,LA,1.0,15,2,4,28,1.0,1,1,M.Stafford,18.0,T.Higbee,18.0,1,0
6058,pass,LA,2.0,4,2,4,4,1.0,1,0,M.Stafford,,C.Kupp,,0,0
6059,pass,LA,3.0,4,2,4,4,1.0,1,0,M.Stafford,,C.Kupp,,0,0
6060,pass,ARI,1.0,15,2,4,80,1.0,1,1,K.Murray,7.0,J.Conner,7.0,0,0
6061,pass,ARI,2.0,8,2,4,73,1.0,1,1,K.Murray,10.0,M.Williams,10.0,1,0
6065,pass,ARI,2.0,1,2,4,38,1.0,1,1,K.Murray,3.0,A.Green,3.0,1,0
6068,pass,ARI,3.0,14,2,4,39,1.0,1,1,K.Murray,16.0,R.Moore,16.0,1,0
6069,pass,ARI,1.0,10,2,4,23,1.0,1,1,K.Murray,9.0,J.Conner,9.0,0,0
6071,pass,ARI,1.0,9,2,4,9,1.0,1,0,K.Murray,,,,0,0
6072,pass,ARI,2.0,11,2,4,11,1.0,1,0,K.Murray,,D.Hopkins,,0,0
6074,pass,ARI,2.0,5,2,4,5,1.0,1,0,K.Murray,,D.Hopkins,,0,0
6075,pass,ARI,3.0,5,2,4,5,1.0,1,0,K.Murray,,,,0,0
6076,pass,ARI,1.0,10,3,4,75,0.0,1,1,K.Murray,7.0,R.Moore,7.0,0,0
6078,pass,ARI,1.0,10,3,4,64,0.0,1,1,K.Murray,9.0,M.Williams,9.0,0,0
6081,pass,ARI,2.0,9,3,4,53,0.0,1,1,K.Murray,18.0,D.Hopkins,18.0,1,0
6083,pass,ARI,2.0,9,3,4,34,0.0,1,0,K.Murray,,,,0,0
6084,pass,ARI,3.0,9,3,4,34,0.0,1,0,K.Murray,,,,0,0
6087,pass,LA,1.0,10,3,4,45,0.0,1,1,M.Stafford,9.0,C.Kupp,9.0,0,0
6089,pass,LA,1.0,10,3,4,33,0.0,1,1,M.Stafford,0.0,D.Henderson,0.0,0,0
6090,pass,LA,2.0,10,3,4,33,0.0,1,1,M.Stafford,6.0,D.Jackson,6.0,0,0
6091,pass,LA,3.0,4,3,4,27,0.0,1,0,M.Stafford,,C.Kupp,,0,0
6092,pass,ARI,1.0,10,3,4,64,1.0,1,1,K.Murray,6.0,C.Edmonds,6.0,0,0
6096,pass,ARI,3.0,2,3,4,45,1.0,1,1,K.Murray,12.0,A.Green,12.0,1,0
6097,pass,ARI,1.0,10,3,4,33,1.0,1,1,K.Murray,25.0,M.Williams,25.0,1,0
6098,pass,ARI,1.0,8,3,4,8,1.0,1,1,K.Murray,5.0,A.Green,5.0,0,0
6101,pass,LA,1.0,10,3,4,75,1.0,1,1,M.Stafford,8.0,V.Jefferson,8.0,0,0
6102,pass,LA,2.0,2,3,4,67,1.0,1,1,M.Stafford,7.0,C.Kupp,7.0,1,0
6103,pass,LA,1.0,20,3,4,70,1.0,1,0,M.Stafford,,C.Kupp,,0,0
6104,pass,LA,2.0,20,3,4,70,1.0,1,1,M.Stafford,22.0,V.Jefferson,22.0,1,0
6105,pass,LA,1.0,10,3,4,35,1.0,1,1,M.Stafford,8.0,C.Kupp,8.0,0,0
6106,pass,LA,2.0,2,4,4,27,1.0,1,0,M.Stafford,,C.Kupp,,0,0
6108,pass,LA,1.0,10,4,4,19,1.0,1,1,M.Stafford,6.0,T.Higbee,6.0,0,0
6110,pass,LA,1.0,8,4,4,8,1.0,1,0,M.Stafford,,R.Woods,,0,0
6113,pass,LA,4.0,1,4,4,1,1.0,1,0,M.Stafford,,T.Higbee,,0,0
6125,pass,LA,1.0,10,4,4,75,1.0,1,1,M.Stafford,7.0,R.Woods,7.0,0,0
6126,pass,LA,2.0,3,4,4,68,1.0,1,1,M.Stafford,13.0,D.Henderson,13.0,1,0
6128,pass,LA,2.0,4,4,4,49,1.0,1,1,M.Stafford,9.0,R.Woods,9.0,1,0
6129,pass,LA,1.0,10,4,4,40,1.0,1,1,M.Stafford,12.0,V.Jefferson,12.0,1,0
6130,pass,LA,1.0,10,4,4,28,1.0,1,1,M.Stafford,5.0,D.Henderson,5.0,0,0
6132,pass,LA,3.0,5,4,4,23,1.0,1,1,M.Stafford,9.0,J.Mundt,9.0,1,0
6133,pass,LA,1.0,10,4,4,14,1.0,1,1,M.Stafford,14.0,R.Woods,14.0,1,1
6134,pass,DEN,1.0,10,1,4,75,0.0,1,1,T.Bridgewater,11.0,T.Patrick,11.0,1,0
6137,pass,DEN,1.0,10,1,4,49,0.0,1,0,T.Bridgewater,,N.Fant,,0,0
6138,pass,DEN,2.0,10,1,4,49,0.0,1,0,T.Bridgewater,,A.Okwuegbunam,,0,0
6139,pass,DEN,3.0,10,1,4,49,0.0,1,0,T.Bridgewater,,,,0,0
6144,pass,BAL,2.0,8,1,4,67,0.0,1,0,L.Jackson,,M.Brown,,0,0
6145,pass,BAL,3.0,8,1,4,67,0.0,1,0,L.Jackson,,S.Watkins,,0,0
6146,pass,DEN,1.0,10,1,4,67,0.0,1,1,T.Bridgewater,19.0,T.Patrick,19.0,1,0
6148,pass,DEN,2.0,9,1,4,47,0.0,1,0,T.Bridgewater,,C.Sutton,,0,0
6149,pass,DEN,3.0,9,1,4,47,0.0,1,0,T.Bridgewater,,N.Fant,,0,0
6150,pass,BAL,1.0,10,1,4,80,0.0,1,1,L.Jackson,20.0,S.Watkins,20.0,1,0
6151,pass,BAL,1.0,10,1,4,60,0.0,1,1,L.Jackson,6.0,M.Brown,6.0,0,0
6157,pass,DEN,2.0,7,1,4,59,0.0,1,0,T.Bridgewater,,T.Patrick,,0,0
6158,pass,DEN,3.0,12,1,4,64,0.0,1,1,T.Bridgewater,3.0,M.Gordon,3.0,0,0
6160,pass,BAL,2.0,7,1,4,93,0.0,1,0,L.Jackson,,L.Bell,,0,0
6161,pass,BAL,3.0,7,1,4,93,0.0,1,0,L.Jackson,,D.Duvernay,,0,0
6166,pass,DEN,3.0,3,2,4,3,1.0,1,1,T.Bridgewater,3.0,N.Fant,3.0,1,1
6168,pass,BAL,2.0,6,2,4,71,1.0,1,1,L.Jackson,12.0,J.Proche,12.0,1,0
6170,pass,BAL,2.0,5,2,4,54,1.0,1,0,L.Jackson,,J.Oliver,,0,0
6172,pass,BAL,1.0,10,2,4,47,1.0,1,1,L.Jackson,24.0,M.Andrews,24.0,1,0
6173,pass,BAL,1.0,10,2,4,23,1.0,1,1,L.Jackson,12.0,M.Andrews,12.0,1,0
6175,pass,DEN,1.0,10,2,4,76,0.0,1,0,T.Bridgewater,,M.Gordon,,0,0
6177,pass,DEN,3.0,7,2,4,73,0.0,1,0,T.Bridgewater,,,,0,0
6178,pass,BAL,1.0,10,2,4,60,0.0,1,1,L.Jackson,9.0,S.Watkins,9.0,0,0
6180,pass,BAL,1.0,10,2,4,49,0.0,1,0,L.Jackson,,S.Watkins,,0,0
6181,pass,BAL,2.0,10,2,4,49,0.0,1,1,L.Jackson,49.0,M.Brown,49.0,1,1
6182,pass,DEN,1.0,10,2,4,79,0.0,1,1,T.Bridgewater,12.0,C.Sutton,12.0,1,0
6183,pass,DEN,1.0,10,2,4,67,0.0,1,1,T.Bridgewater,14.0,N.Fant,14.0,1,0
6186,pass,DEN,3.0,10,2,4,53,0.0,1,1,T.Bridgewater,3.0,C.Sutton,3.0,0,0
6187,pass,BAL,1.0,10,2,4,89,0.0,1,1,L.Jackson,32.0,M.Brown,32.0,1,0
6189,pass,BAL,2.0,9,2,4,56,0.0,1,1,L.Jackson,7.0,D.Duvernay,7.0,0,0
6191,pass,DEN,1.0,10,2,4,83,0.0,1,0,T.Bridgewater,,M.Gordon,,0,0
6192,pass,DEN,2.0,10,2,4,83,0.0,1,0,T.Bridgewater,,D.Spencer,,0,0
6193,pass,DEN,3.0,10,2,4,83,0.0,1,0,T.Bridgewater,,K.Hinton,,0,0
6194,pass,BAL,1.0,10,2,4,26,1.0,1,1,L.Jackson,13.0,M.Andrews,13.0,1,0
6195,pass,BAL,1.0,10,2,4,13,1.0,1,0,L.Jackson,,M.Andrews,,0,0
6196,pass,BAL,2.0,10,2,4,13,1.0,1,0,L.Jackson,,M.Andrews,,0,0
6197,pass,BAL,3.0,15,2,4,18,1.0,1,0,L.Jackson,,,,0,0
6200,pass,BAL,3.0,6,3,4,71,0.0,1,0,L.Jackson,,S.Watkins,,0,0
6202,pass,DEN,2.0,4,3,4,72,0.0,1,0,D.Lock,,,,0,0
6203,pass,DEN,3.0,10,3,4,78,0.0,1,1,D.Lock,11.0,N.Fant,11.0,1,0
6204,pass,DEN,1.0,10,3,4,67,0.0,1,0,D.Lock,,N.Fant,,0,0
6205,pass,DEN,2.0,10,3,4,67,0.0,1,1,D.Lock,11.0,A.Okwuegbunam,11.0,1,0
6206,pass,DEN,1.0,10,3,4,56,0.0,1,0,D.Lock,,,,0,0
6207,pass,DEN,2.0,18,3,4,64,0.0,1,1,D.Lock,8.0,M.Gordon,8.0,0,0
6208,pass,DEN,3.0,10,3,4,56,0.0,1,0,D.Lock,,N.Fant,,0,0
6209,pass,BAL,1.0,10,3,4,88,0.0,1,1,L.Jackson,14.0,M.Andrews,14.0,1,0
6210,pass,BAL,1.0,10,3,4,74,0.0,1,1,L.Jackson,4.0,M.Brown,4.0,0,0
6211,pass,BAL,2.0,6,3,4,70,0.0,1,0,L.Jackson,,J.Proche,,0,0
6212,pass,BAL,3.0,11,3,4,75,0.0,1,0,L.Jackson,,,,0,0
6213,pass,DEN,1.0,10,3,4,65,0.0,1,0,D.Lock,,C.Sutton,,0,0
6215,pass,DEN,1.0,15,3,4,60,0.0,1,0,D.Lock,,T.Patrick,,0,0
6216,pass,DEN,2.0,15,3,4,60,0.0,1,1,D.Lock,3.0,N.Fant,3.0,0,0
6217,pass,DEN,3.0,12,3,4,57,0.0,1,1,D.Lock,5.0,J.Williams,5.0,0,0
6219,pass,BAL,2.0,7,3,4,73,0.0,1,0,L.Jackson,,D.Duvernay,,0,0
6220,pass,BAL,3.0,7,3,4,73,0.0,1,1,L.Jackson,8.0,J.Proche,8.0,1,0
6221,pass,BAL,1.0,10,3,4,65,0.0,1,1,L.Jackson,13.0,S.Watkins,13.0,1,0
6223,pass,BAL,2.0,6,3,4,48,0.0,1,0,L.Jackson,,,,0,0
6224,pass,BAL,3.0,6,3,4,48,0.0,1,1,L.Jackson,7.0,D.Duvernay,7.0,1,0
6225,pass,BAL,1.0,10,3,4,41,0.0,1,1,L.Jackson,8.0,J.Proche,8.0,0,0
6227,pass,BAL,1.0,25,4,4,45,0.0,1,0,L.Jackson,,,,0,0
6228,pass,BAL,2.0,25,4,4,45,0.0,1,0,L.Jackson,,M.Andrews,,0,0
6229,pass,BAL,3.0,25,4,4,45,0.0,1,1,L.Jackson,17.0,D.Duvernay,17.0,0,0
6231,pass,DEN,2.0,11,4,4,76,0.0,1,1,D.Lock,6.0,N.Fant,6.0,0,0
6232,pass,DEN,3.0,5,4,4,70,0.0,1,0,D.Lock,,C.Sutton,,0,0
6236,pass,DEN,1.0,10,4,4,53,0.0,1,1,D.Lock,13.0,K.Hinton,13.0,1,0
6237,pass,DEN,1.0,10,4,4,40,0.0,1,0,D.Lock,,T.Patrick,,0,0
6238,pass,DEN,2.0,10,4,4,40,0.0,1,1,D.Lock,-3.0,J.Williams,-3.0,0,0
6239,pass,DEN,3.0,23,4,4,53,0.0,1,0,D.Lock,,C.Sutton,,0,0
6241,pass,BAL,2.0,8,4,4,78,1.0,1,1,L.Jackson,4.0,P.Ricard,4.0,0,0
6242,pass,BAL,3.0,4,4,4,74,1.0,1,1,L.Jackson,7.0,S.Watkins,7.0,1,0
6243,pass,BAL,1.0,20,4,4,77,1.0,1,1,L.Jackson,14.0,J.Proche,14.0,0,0
6245,pass,BAL,3.0,3,4,4,60,1.0,1,1,L.Jackson,32.0,J.Proche,32.0,1,0
6248,pass,BAL,3.0,2,4,4,20,1.0,1,1,L.Jackson,4.0,M.Andrews,4.0,1,0
6251,pass,BAL,1.0,6,4,4,6,1.0,1,0,L.Jackson,,D.Duvernay,,0,0
6253,pass,BAL,3.0,2,4,4,2,1.0,1,0,L.Jackson,,,,0,0
6254,pass,DEN,1.0,10,4,4,75,1.0,1,0,D.Lock,,,,0,0
6255,pass,DEN,2.0,11,4,4,76,1.0,1,1,D.Lock,9.0,T.Patrick,9.0,0,0
6257,pass,DEN,1.0,10,4,4,55,1.0,1,1,D.Lock,9.0,N.Fant,9.0,0,0
6258,pass,DEN,2.0,1,4,4,46,1.0,1,1,D.Lock,32.0,C.Sutton,32.0,1,0
6259,pass,DEN,1.0,10,4,4,14,1.0,1,1,D.Lock,9.0,J.Williams,9.0,0,0
6260,pass,DEN,2.0,1,4,4,5,1.0,1,0,D.Lock,,K.Hinton,,0,0
6261,pass,DEN,3.0,1,4,4,5,1.0,1,0,D.Lock,,C.Sutton,,0,0
6265,pass,DAL,3.0,6,1,4,71,0.0,1,0,D.Prescott,,D.Schultz,,0,0
6267,pass,CAR,2.0,6,1,4,76,0.0,1,0,S.Darnold,,R.Anderson,,0,0
6268,pass,CAR,3.0,6,1,4,76,0.0,1,0,S.Darnold,,,,0,0
6272,pass,DAL,1.0,10,1,4,38,1.0,1,1,D.Prescott,18.0,D.Schultz,18.0,1,0
6276,pass,DAL,2.0,1,1,4,1,1.0,1,0,D.Prescott,,D.Schultz,,0,0
6279,pass,CAR,1.0,10,1,4,61,1.0,1,0,S.Darnold,,Dj.Moore,,0,0
6281,pass,CAR,1.0,10,1,4,49,1.0,1,1,S.Darnold,9.0,Dj.Moore,9.0,0,0
6283,pass,CAR,1.0,10,1,4,38,1.0,1,1,S.Darnold,29.0,Dj.Moore,29.0,1,0
6285,pass,CAR,2.0,10,1,4,10,1.0,1,1,S.Darnold,9.0,Dj.Moore,9.0,0,0
6287,pass,DAL,1.0,10,1,4,75,1.0,1,0,D.Prescott,,C.Lamb,,0,0
6288,pass,DAL,2.0,10,1,4,75,1.0,1,1,D.Prescott,12.0,D.Schultz,12.0,1,0
6290,pass,DAL,2.0,11,1,4,64,1.0,1,1,D.Prescott,10.0,D.Schultz,10.0,0,0
6294,pass,DAL,2.0,9,2,4,32,1.0,1,1,D.Prescott,14.0,A.Cooper,14.0,1,0
6295,pass,DAL,1.0,10,2,4,18,1.0,1,1,D.Prescott,18.0,B.Jarwin,18.0,1,1
6296,pass,DAL,,0,2,4,1,1.0,1,0,D.Prescott,,D.Schultz,,0,0
6297,pass,CAR,1.0,15,2,4,80,1.0,1,1,S.Darnold,3.0,C.Hubbard,3.0,0,0
6298,pass,CAR,2.0,12,2,4,77,1.0,1,0,S.Darnold,,R.Anderson,,0,0
6299,pass,CAR,3.0,12,2,4,77,1.0,1,1,S.Darnold,13.0,R.Anderson,13.0,1,0
6301,pass,CAR,2.0,11,2,4,65,1.0,1,0,S.Darnold,,T.Tremble,,0,0
6305,pass,CAR,1.0,10,2,4,40,1.0,1,1,S.Darnold,6.0,R.Anderson,6.0,0,0
6306,pass,CAR,2.0,4,2,4,34,1.0,1,1,S.Darnold,5.0,Dj.Moore,5.0,1,0
6307,pass,CAR,1.0,10,2,4,29,1.0,1,1,S.Darnold,17.0,R.Smith,17.0,1,0
6308,pass,CAR,1.0,10,2,4,12,1.0,1,1,S.Darnold,1.0,I.Thomas,1.0,0,0
6311,pass,DAL,2.0,8,2,4,67,0.0,1,1,D.Prescott,4.0,D.Schultz,4.0,0,0
6312,pass,DAL,3.0,4,2,4,63,0.0,1,1,D.Prescott,7.0,C.Wilson,7.0,1,0
6315,pass,DAL,3.0,3,2,4,49,0.0,1,0,D.Prescott,,B.Jarwin,,0,0
6317,pass,CAR,2.0,12,2,4,93,0.0,1,1,S.Darnold,8.0,Dj.Moore,8.0,0,0
6318,pass,CAR,3.0,4,2,4,85,0.0,1,1,S.Darnold,5.0,R.Anderson,5.0,1,0
6320,pass,CAR,2.0,8,2,4,78,0.0,1,0,S.Darnold,,,,0,0
6321,pass,CAR,3.0,14,2,4,84,0.0,1,1,S.Darnold,9.0,I.Thomas,9.0,0,0
6322,pass,DAL,1.0,10,2,4,68,0.0,1,1,D.Prescott,20.0,A.Cooper,20.0,1,0
6323,pass,DAL,1.0,10,2,4,48,0.0,1,0,D.Prescott,,E.Elliott,,0,0
6324,pass,DAL,2.0,10,2,4,48,0.0,1,0,D.Prescott,,C.Lamb,,0,0
6325,pass,DAL,3.0,10,2,4,48,0.0,1,0,D.Prescott,,B.Jarwin,,0,0
6326,pass,CAR,1.0,10,2,4,88,0.0,1,0,S.Darnold,,,,0,0
6329,pass,CAR,1.0,13,3,4,78,0.0,1,1,S.Darnold,39.0,Dj.Moore,39.0,1,0
6331,pass,CAR,2.0,7,3,4,36,0.0,1,0,S.Darnold,,T.Marshall,,0,0
6332,pass,CAR,3.0,7,3,4,36,0.0,1,0,S.Darnold,,Dj.Moore,,0,0
6336,pass,DAL,1.0,10,3,4,35,0.0,1,1,D.Prescott,35.0,A.Cooper,35.0,1,1
6338,pass,CAR,2.0,7,3,4,72,0.0,1,0,S.Darnold,,T.Marshall,,0,0
6339,pass,CAR,3.0,7,3,4,72,0.0,1,0,S.Darnold,,,,0,0
6340,pass,DAL,1.0,10,3,4,66,1.0,1,1,D.Prescott,6.0,C.Lamb,6.0,0,0
6341,pass,DAL,2.0,4,3,4,60,1.0,1,1,D.Prescott,7.0,C.Lamb,7.0,1,0
6343,pass,DAL,1.0,6,3,4,6,1.0,1,1,D.Prescott,6.0,D.Schultz,6.0,1,1
6344,pass,DAL,,0,3,4,2,1.0,1,0,D.Prescott,,C.Lamb,,0,0
6345,pass,CAR,1.0,10,3,4,75,0.0,1,0,S.Darnold,,Dj.Moore,,0,0
6346,pass,CAR,2.0,10,3,4,75,0.0,1,1,S.Darnold,9.0,R.Anderson,9.0,0,0
6351,pass,CAR,3.0,5,3,4,55,0.0,1,0,S.Darnold,,R.Anderson,,0,0
6354,pass,DAL,2.0,10,3,4,23,0.0,1,1,D.Prescott,23.0,C.Wilson,23.0,1,1
6356,pass,CAR,2.0,3,3,4,68,0.0,1,0,S.Darnold,,R.Anderson,,0,0
6357,pass,CAR,3.0,3,3,4,68,0.0,1,0,S.Darnold,,Dj.Moore,,0,0
6361,pass,CAR,1.0,10,4,4,75,1.0,1,0,S.Darnold,,,,0,0
6362,pass,CAR,2.0,18,4,4,83,1.0,1,1,S.Darnold,15.0,R.Smith,15.0,0,0
6363,pass,CAR,3.0,3,4,4,68,1.0,1,1,S.Darnold,2.0,T.Marshall,2.0,0,0
6365,pass,CAR,1.0,10,4,4,49,1.0,1,1,S.Darnold,11.0,C.Hubbard,11.0,1,0
6366,pass,CAR,1.0,10,4,4,38,1.0,1,1,S.Darnold,4.0,R.Smith,4.0,0,0
6367,pass,CAR,2.0,6,4,4,34,1.0,1,1,S.Darnold,7.0,R.Smith,7.0,1,0
6368,pass,CAR,1.0,10,4,4,27,1.0,1,1,S.Darnold,13.0,R.Anderson,13.0,1,0
6369,pass,CAR,1.0,10,4,4,14,1.0,1,1,S.Darnold,8.0,B.Zylstra,8.0,0,0
6370,pass,CAR,2.0,2,4,4,6,1.0,1,1,S.Darnold,6.0,Dj.Moore,6.0,1,1
6374,pass,DAL,3.0,3,4,4,58,0.0,1,0,D.Prescott,,C.Lamb,,0,0
6375,pass,CAR,1.0,10,4,4,80,1.0,1,1,S.Darnold,5.0,R.Smith,5.0,0,0
6376,pass,CAR,2.0,5,4,4,75,1.0,1,1,S.Darnold,5.0,I.Thomas,5.0,1,0
6377,pass,CAR,1.0,10,4,4,70,1.0,1,0,S.Darnold,,R.Anderson,,0,0
